,time,x_traj,y_traj,cam_x,cam_y,prob,x_pose,y_pose
161,0.335,985,12.211805555555554,896.2425537109,110.5121612549,0.9978350997000001,20.5392144699,50.901954394172726
162,0.35000000000000003,990,12.211805555555554,897.3736572266,115.7407150269,0.9992140532,20.5141062639,50.41878444488181
163,0.36600000000000005,995,12.211805555555554,892.7061157227,120.4421539307,0.9994933605,20.8546729784,49.71414494986363
164,0.382,1000,12.211805555555554,892.1305541992,123.3948059082,0.9996379614,20.9170505827,49.3443549173
165,0.398,1005,12.211805555555554,890.9213867188,126.7195129395,0.9990838766000001,21.0224659289,48.981023494090906
166,0.41400000000000003,1010,12.211805555555554,889.7028198242,130.4674377441,0.9989180565,21.1313748934,48.682134912909085
167,0.43000000000000005,1015,12.211805555555554,886.8224487305,135.9178009033,0.9994328618,21.3580717834,48.36112378982727
168,0.446,1020,12.211805555555554,883.6505126953,139.004989624,0.9999029636000001,21.5819145505,48.037008474563635
169,0.462,1025,12.211805555555554,880.3444213867,142.5920715332,0.9997687936,21.8165837523,47.71954028288182
170,0.47800000000000004,1025,12.211805555555554,875.9349975586,146.4785614014,0.9999196529000001,22.1202832391,47.37854634365455
171,0.49400000000000005,1030,12.211805555555554,875.9349975586,146.4785614014,0.9999196529000001,22.1202832391,47.02969527472727
172,0.51,1035,12.211805555555554,871.7407226562,151.0762939453,0.9997779727,22.4134276809,46.67751307807273
173,0.526,1040,12.211805555555554,867.4383544922,156.8262176514,0.9998605251,22.7185820432,46.34890987817272
174,0.542,1045,12.211805555555554,863.9262695312,161.1069641113,0.9997587800000001,22.9625160806,46.019049058572726
175,0.56,1050,12.211805555555554,860.2176513672,167.4119415283,0.9998608828000001,23.2295166816,45.69468377718181
176,0.5740000000000001,1055,12.211805555555554,857.666809082,172.0687561035,0.999571979,23.4134483889,45.3638895979
177,0.5900000000000001,1060,12.211805555555554,854.832824707,176.5480194092,0.9998788834000001,23.6118325424,44.993978214236364
178,0.606,1065,12.211805555555554,852.2260742188,179.158493042,0.9999588728000001,23.7839919334,44.63367376010909
179,0.622,1070,12.211805555555554,848.4071655273,182.6941680908,0.9998716116,24.0330653338,44.30099251528181
180,0.638,1075,12.211805555555554,845.8179931641,185.8616638184,0.9996135831,24.2053121889,43.97864365310909
181,0.654,1080,12.211805555555554,845.9652709961,191.2543029785,0.9998857975000001,24.2265253838,43.67174696357272
182,0.67,1085,12.211805555555554,847.3061523438,197.0171661377,0.9998956919,24.1789706889,43.3801212923909
183,0.686,1090,12.211805555555554,848.2933959961,200.8929290771,0.9998283386000001,24.1420592624,43.10963157064545
184,0.7020000000000001,1095,12.211805555555554,849.608215332,203.3395843506,0.9999283552,24.0780977594,42.83423522984545
185,0.7180000000000001,1100,12.211805555555554,849.997253418,206.6283874512,0.9999370575000001,24.0733620262,42.57564859881818
186,0.7340000000000001,1105,12.211805555555554,849.0483398438,211.2505645752,0.9998885393,24.1542637105,42.314382136890906
187,0.75,1110,12.211805555555554,846.598449707,213.9721679688,0.9998645782000001,24.3120942121,42.05484392327273
188,0.766,1115,12.211805555555554,845.5341796875,215.6635131836,0.999879837,24.3830922374,41.79992750938181
189,0.782,1120,12.211805555555554,842.0106201172,219.1656188965,0.9995842576,24.6061725895,41.52477185145454
190,0.798,1125,12.211805555555554,840.2534179688,220.4854125977,0.9998970032000001,24.7147999223,41.2034620267909
191,0.8140000000000001,1130,12.211805555555554,836.4831542969,224.2252197266,0.9999489784000001,24.9513557854,40.84622398193636
192,0.8310000000000001,1135,12.211805555555554,830.5621948242,229.4463500977,0.9999325275000001,25.3168897499,40.46680111082726
193,0.8460000000000001,1140,12.211805555555554,827.7320556641,234.6744537354,0.9996601343,25.5024316975,40.10622314647272
194,0.8620000000000001,1145,12.211805555555554,823.9208984375,241.7672271729,0.9999473095,25.7501700002,39.69567206767272
195,0.878,1150,12.211805555555554,819.7688598633,251.4710235596,0.9999833107,26.0248660608,39.23633608846363
196,0.895,1150,12.211805555555554,815.8695068359,260.6278381348,0.9999678135000001,26.2794775613,38.70311819447272
197,0.914,1160,12.211805555555554,811.4359741211,269.1534423828,0.9997584224,26.5583040342,38.11207751699091
198,0.926,1160,12.211805555555554,811.4359741211,269.1534423828,0.9997584224,26.5583040342,37.48406878294545
199,0.9420000000000001,1165,12.211805555555554,806.5249023438,279.1010131836,0.9999632835000001,26.8649169597,36.82586350704545
200,0.9580000000000001,1170,12.211805555555554,800.0513305664,291.0640563965,0.9999783039000001,27.2592461475,36.15622349307272
201,0.9740000000000001,1175,12.211805555555554,789.7757568359,304.8690795898,0.9999697208,27.8587993086,35.50177057977272
202,0.9900000000000001,1180,12.211805555555554,781.8294067383,319.0608215332,0.9999163151,28.3231264183,34.86238830206363
203,1.006,1185,12.211805555555554,772.5687255859,331.5745544434,0.9999830723,28.8459159492,34.233804900109085
204,1.022,1190,12.211805555555554,764.16796875,342.9213562012,0.9999287128000001,29.3132324094,33.571533640281814
205,1.038,1195,12.211805555555554,754.5465087891,353.1617126465,0.9999892712,29.8367909029,32.9286830621
206,1.054,1200,12.211805555555554,744.8256225586,361.5963439941,0.9998977184000001,30.3571667308,32.32780299265454
207,1.07,1205,12.211805555555554,736.2033691406,369.363861084,0.9999790192,30.8147598818,31.74011682426363
208,1.086,1210,12.211805555555554,726.4572753906,377.144317627,0.9999551773,31.3265814309,31.17326743675454
209,1.102,1215,12.211805555555554,719.2370605469,383.347869873,0.9999338388000001,31.7032090055,30.598773198299995
210,1.118,1220,12.211805555555554,711.1354980469,391.176940918,0.9999598265,32.1232187877,30.009313688890902
211,1.1340000000000001,1225,12.211805555555554,705.1262207031,396.9794006348,0.9999748468,32.4326605085,29.401036595581814
212,1.1500000000000001,1230,12.211805555555554,695.6260375977,410.2581176758,0.99994874,32.9182940283,28.76578399673636
213,1.1660000000000001,1235,12.211805555555554,689.4705810547,422.3222351074,0.9999728203,33.2294020284,28.107641459563638
214,1.183,1240,12.211805555555554,683.1086425781,438.0052185059,0.9999377728000001,33.5469019352,27.442462855745454
215,1.1980000000000002,1245,12.211805555555554,676.8904418945,453.8220825195,0.9999865294,33.8533976537,26.759983135245452
216,1.214,1250,12.211805555555554,671.7338867188,469.2450256348,0.9999656677000001,34.1039754371,26.119594737527272
217,1.23,1255,12.211805555555554,666.4131469727,484.3611450195,0.9999598265,34.3602595816,25.46569774554545
218,1.246,1260,12.211805555555554,661.6643066406,497.9360351562,0.9999899864,34.5869111364,24.84487609457273
219,1.262,1265,12.211805555555554,657.1947021484,508.2713623047,0.9999908209,34.7999804699,24.241309814945453
220,1.278,1270,12.211805555555554,650.8077392578,518.9366455078,0.9999375343,35.1048827642,23.672608964554545
221,1.294,1275,12.211805555555554,650.8077392578,518.9366455078,0.9999375343,35.1048827642,23.116119190481818
222,1.31,1275,12.211805555555554,644.4669189453,528.2940673828,0.9999904633000001,35.4066149565,22.577485238645455
223,1.326,1280,12.211805555555554,638.8095092773,536.0748901367,0.9998736382000001,35.6749475868,22.044425202563634
224,1.342,1285,12.211805555555554,630.4843139648,545.6899414062,0.9999881983000001,36.0694469709,21.520098559481816
225,1.358,1290,12.211805555555554,622.3486328125,555.3601074219,0.9999518394,36.4528563179,20.993948849554542
226,1.374,1295,12.211805555555554,613.0281982422,569.8973388672,0.9999787807,36.8862714661,20.460344264572726
227,1.3900000000000001,1300,12.211805555555554,604.611328125,582.6447753906,0.9999461174000001,37.2758614518,19.869767701981814
228,1.4060000000000001,1305,12.211805555555554,593.3981323242,597.606262207,0.9999860525,37.7945019841,19.27594532380909
229,1.4220000000000002,1310,12.211805555555554,584.9150390625,610.1513671875,0.9999591112,38.1836107081,18.675491455863632
230,1.4380000000000002,1315,12.211805555555554,576.503112793,621.5137939453,0.9999901056,38.5695050323,18.07395816242727
231,1.4540000000000002,1320,12.211805555555554,568.5277709961,634.4809570312,0.9999706745,38.9314183435,17.4886058552
232,1.4700000000000002,1325,12.211805555555554,560.6585693359,647.1728515625,0.9999694824,39.2877334508,16.935975298299997
233,1.486,1330,12.211805555555554,551.5874023438,657.782043457,0.9999760389000001,39.7031629474,16.42162169671818
234,1.502,1335,12.211805555555554,544.1592407227,667.4731445312,0.9999792576000001,40.0415019792,15.947662612572724
235,1.518,1340,12.211805555555554,535.6702880859,677.8226928711,0.999974966,40.4288382779,15.498411510690907
236,1.534,1345,12.211805555555554,529.5650634766,684.3018798828,0.9999914169,40.7086757328,15.048625772027272
237,1.55,1350,12.211805555555554,521.0639648438,692.0045776367,0.9999462366,41.1002713973,14.627469951390907
238,1.566,1355,12.211805555555554,513.2042236328,696.4527587891,0.9999542236000001,41.4665642351,14.21448351451818
239,1.582,1360,12.211805555555554,505.2483215332,702.6560058594,0.9998818636000001,41.8350310843,13.809034836481818
240,1.6,1365,12.211805555555554,498.2366027832,709.8517456055,0.999984026,42.1572671593,13.398055188636363
241,1.614,1370,12.211805555555554,490.2540588379,721.5308837891,0.9999560118,42.5188758222,12.982703649663634
242,1.6300000000000001,1375,12.211805555555554,484.2438964844,728.1616210938,0.9999696016,42.7948494298,12.545605802881816
243,1.6460000000000001,1380,12.211805555555554,476.3712158203,739.0855712891,0.9999774694,43.1532976289,12.14323234691818
244,1.6620000000000001,1385,12.211805555555554,470.8222351074,748.1120605469,0.9999835491000001,43.4043204007,11.724169065999998
245,1.6780000000000002,1390,12.211805555555554,466.0303955078,759.1975097656,0.9999773502,43.6165978248,11.288987226290907
246,1.6960000000000002,1395,12.211805555555554,459.5905151367,770.6120605469,0.9999682903,43.9078499337,10.850405633827272
247,1.711,1400,12.211805555555554,452.8239746094,782.0227050781,0.9999866486000001,44.2156213578,10.419300910236364
248,1.7260000000000002,1400,12.211805555555554,452.8239746094,782.0227050781,0.9999866486000001,44.2156213578,9.977212415245454
249,1.7420000000000002,1405,12.211805555555554,447.4542541504,790.3275756836,0.9999670982000001,44.4615635384,9.541513473245454
250,1.758,1410,12.211805555555554,439.189453125,800.1025390625,0.9999701977000001,44.8451481404,9.119341720245453
251,1.774,1415,12.211805555555554,432.4736938477,807.9752197266,0.9999451637000001,45.1578840154,8.719587534809088
252,1.79,1420,12.211805555555554,424.6050109863,817.7819213867,0.999956131,45.5247647202,8.342958918654546
253,1.806,1425,12.211805555555554,417.6287231445,826.7369384766,0.9999791384000001,45.8508966294,7.967721481054545
254,1.822,1430,12.211805555555554,410.1107788086,835.9942016602,0.9999544621,46.2041080589,7.56772817300909
255,1.838,1435,12.211805555555554,405.2832946777,841.7821655273,0.9999805689000001,46.4318197868,7.1430233845636355
256,1.854,1440,12.211805555555554,400.8602905273,847.5580444336,0.9999705553,46.6404646358,6.750214010181817
257,1.87,1445,12.211805555555554,396.167175293,853.5438232422,0.9999458790000001,46.8625813539,6.345933609899999
258,1.8860000000000001,1450,12.211805555555554,391.2710876465,864.5131225586,0.9999473095,47.0904274521,5.940092076999999
259,1.9020000000000001,1455,12.211805555555554,384.7182312012,869.6525878906,0.9999252558,47.4056027575,5.530798996727272
260,1.9180000000000001,1460,12.211805555555554,372.871887207,882.7913818359,0.9999717474,47.9746534777,5.1016760291272725
261,1.9340000000000002,1465,12.211805555555554,367.8552246094,885.1721191406,0.9999454021,48.2194358626,4.656537449127272
262,1.9500000000000002,1470,12.211805555555554,358.969329834,895.1276855469,0.999956727,48.6497740921,4.167107299390909
263,1.9660000000000002,1475,12.211805555555554,352.4508666992,905.0023193359,0.9999495745,48.9649557412,3.5890661235272727
264,1.9820000000000002,1480,12.211805555555554,346.7520141602,914.4837036133,0.9999606609,49.2411356897,3.0585549460999997
265,1.9980000000000002,1485,12.211805555555554,338.4718322754,927.7290039062,0.9999864101,49.644870777,2.607257721081818
266,2.0140000000000002,1490,12.211805555555554,333.7866821289,936.8693847656,0.9997816682,49.8735232871,2.254322737454545
267,2.0300000000000002,1495,12.211805555555554,327.0813903809,952.0963745117,0.9998601675000001,50.201486631,1.9305635459818178
268,2.0460000000000003,1500,12.211805555555554,315.3426818848,976.8308105469,0.9999480247,50.7813589704,1.6540702230181816
269,2.0620000000000003,1505,12.211805555555554,314.6642150879,977.1772460938,0.9999554157,50.8153201149,1.4239089372818183
270,2.0780000000000003,1505,17.54861111111111,320.5250244141,965.6567993164,0.9999758005,50.5247234458,1.2414329492727274
271,2.1,1505,17.364583333333332,322.6573791504,957.7027587891,0.9999845028000001,50.4206882166,1.1220372270727272
272,2.113,1505,17.180555555555554,321.7461547852,953.8262329102,0.9999825954,50.4679145529,1.0523327661090909
273,2.1260000000000003,1505,17.180555555555554,321.7461547852,953.8262329102,0.9999825954,50.4679145529,1.064994971109091
274,2.1420000000000003,1505,16.99652777777778,323.3722229004,953.9714355469,0.9999866486000001,50.3863575227,1.2053490319545455
275,2.158,1505,16.8125,323.7898254395,953.2459106445,0.9999836683000001,50.3657389715,1.3628045210272728
276,2.174,1505,16.62847222222222,325.8113708496,953.2861938477,0.999980092,50.2645260848,1.4803269608727272
277,2.19,1505,16.444444444444443,331.4647216797,952.3355712891,0.9998875856,49.9824927702,1.5794545816181815
278,2.206,1505,16.260416666666664,335.5594177246,950.184753418,0.9999668598,49.7792775051,1.6698931360727272
279,2.222,1505,16.07638888888889,337.9859619141,947.8588256836,0.9999926090000001,49.6594359188,1.767883677490909
280,2.238,1505,15.89236111111111,341.1566467285,944.7717285156,0.9999901056,49.5030877149,1.872181612472727
281,2.254,1505,15.708333333333332,343.3080444336,941.7203369141,0.9999723434000001,49.3975336311,1.9752500158636361
282,2.27,1505,15.524305555555554,346.0684204102,937.9180297852,0.9998568296,49.2622638769,2.086919653209091
283,2.286,1505,15.340277777777779,349.1142578125,936.4058227539,0.999876976,49.1120906563,2.1969176920363633
284,2.302,1505,15.15625,351.4456176758,934.9371948242,0.9999355078000001,48.9974297716,2.303638539972727
285,2.318,1505,14.972222222222221,352.6864013672,933.5957641602,0.9999802113,48.9367024535,2.4006194265363634
286,2.334,1505,14.788194444444443,351.2129516602,932.9445800781,0.9999696016,49.0098073382,2.4857019982272726
287,2.35,1505,14.604166666666664,348.2459106445,930.5004272461,0.9999729395,49.1577913835,2.556070994390909
288,2.366,1505,14.42013888888889,345.796295166,929.032043457,0.9999519587000001,49.2799740023,2.6001771067454547
289,2.382,1505,14.23611111111111,344.0284729004,926.974609375,0.999951601,49.3688398755,2.6078999596909087
290,2.398,1505,14.052083333333332,342.1471862793,926.3826293945,0.9999864101,49.4626810182,2.5937526796545454
291,2.414,1510,14.052083333333332,340.3648376465,925.4496459961,0.9999916553,49.551912308,2.573120578054545
292,2.43,1515,14.052083333333332,338.4429321289,925.2901000977,0.9999926090000001,49.6477506679,2.5252372962818184
293,2.446,1520,14.052083333333332,337.882232666,927.0763549805,0.9999904633000001,49.6746374049,2.4450831103909088
294,2.462,1525,14.052083333333332,336.3958435059,933.3162841797,0.9999853373,49.7452396865,2.2387109874727273
295,2.478,1530,14.052083333333332,333.6580200195,936.2561035156,0.9998656511,49.8802635744,2.012084479090909
296,2.494,1530,14.052083333333332,333.6580200195,936.2561035156,0.9998656511,49.8802635744,1.767262436409091
297,2.5100000000000002,1535,14.052083333333332,328.6166992188,941.3563232422,0.9999299049,50.1295697742,1.5137483551545454
298,2.5260000000000002,1540,14.052083333333332,320.7216186523,945.6173095703,0.9998058677,50.5231592242,1.2627759275090908
299,2.5420000000000003,1545,14.052083333333332,305.3505554199,970.9465942383,0.9996780157,51.2861505157,1.0389292216727273
300,2.5580000000000003,1550,14.052083333333332,298.9596557617,972.8489990234,0.9994244576,51.6086819647,0.8626991693818181
301,2.5740000000000003,1555,19.572916666666664,292.3778991699,975.7092285156,0.999963522,51.9415470581,0.7359997062000001
302,2.5900000000000003,1555,19.38888888888889,289.8854675293,976.6015625,0.9999773502,52.0679572348,0.6304563481454546
303,2.6060000000000003,1555,19.20486111111111,289.7348022461,976.057434082,0.9999628067,52.0758638142,0.5679020794909091
304,2.6220000000000003,1555,19.020833333333332,289.7555847168,971.8247070312,0.9999861717,52.0767357531,0.5433172299727274
305,2.6380000000000003,1555,18.836805555555554,289.7673950195,967.5095825195,0.9999744892,52.0782716014,0.6589261441727272
306,2.6540000000000004,1555,18.65277777777778,289.8103942871,959.6423339844,0.9999911785000001,52.0804286359,0.8103532936636364
307,2.6700000000000004,1555,18.46875,291.267791748,955.0875244141,0.9999910593,52.008828577,0.9928857585636363
308,2.6870000000000003,1555,18.28472222222222,293.3285522461,951.3204345703,0.9999806881000001,51.9061086399,1.1965045549454545
309,2.702,1555,18.100694444444443,294.8503723145,948.1125488281,0.9999914169,51.8306337884,1.4081987239999996
310,2.718,1555,17.916666666666664,296.0384521484,943.9188232422,0.9999591112,51.7729466961,1.6101750899636362
311,2.734,1555,17.73263888888889,298.5418395996,938.8672485352,0.9999105930000001,51.6490305873,1.802471719590909
312,2.75,1555,17.54861111111111,301.2896118164,935.8986206055,0.9999237061,51.5113707564,1.966280349172727
313,2.766,1555,17.364583333333332,303.9088134766,932.676940918,0.9999852180000001,51.3806347059,2.123499580918182
314,2.782,1555,17.180555555555554,306.0695800781,930.580871582,0.9999951124,51.2724942927,2.2829193432272725
315,2.798,1555,16.99652777777778,308.7589111328,928.8067016602,0.9999930859,51.1374293258,2.4419238316454543
316,2.821,1555,16.8125,311.3524169922,926.9297485352,0.9999740124000001,51.0074764494,2.581590312772727
317,2.83,1555,16.62847222222222,313.4671630859,925.6530151367,0.9999382496,50.9014445842,2.7214043854090906
318,2.846,1555,16.444444444444443,312.9815063477,922.3143920898,0.9999667406,50.9286289169,2.846561088118182
319,2.862,1555,16.260416666666664,312.8899536133,917.7606811523,0.9999711514,50.9370296365,2.9542337126545455
320,2.878,1555,16.07638888888889,312.786529541,914.4276123047,0.9999730587000001,50.9451702181,3.0645872871818174
321,2.894,1555,16.07638888888889,312.786529541,914.4276123047,0.9999730587000001,50.9451702181,3.1636719863636356
322,2.911,1555,15.89236111111111,311.0319519043,908.8202514648,0.999989152,51.0393561127,3.2549344664272724
323,2.926,1555,15.708333333333332,311.0319519043,908.8202514648,0.999989152,51.0393561127,3.3380350824727274
324,2.942,1555,15.524305555555554,308.4162597656,908.9348754883,0.9999938011,51.1721413843,3.4057955117545453
325,2.958,1555,15.340277777777779,306.8068237305,905.7981567383,0.9999852180000001,51.2571872115,3.453215908772727
326,2.974,1555,15.15625,305.1797790527,906.0716552734,0.999981761,51.3397929816,3.487294695990909
327,2.99,1555,14.972222222222221,303.6368713379,905.4884643555,0.9999614954,51.4190841463,3.5232220020636364
328,3.0060000000000002,1555,14.788194444444443,302.6658935547,905.7036743164,0.9999449253,51.4684101114,3.5337155635
329,3.0220000000000002,1555,14.604166666666664,301.7406005859,905.7740478516,0.9999080896,51.5155833893,3.5429782158636356
330,3.0380000000000003,1555,14.42013888888889,301.2968444824,905.7680053711,0.9998750687000001,51.5382600085,3.550960679036363
331,3.0540000000000003,1555,14.23611111111111,301.0771484375,905.4321899414,0.9998363256,51.5498462713,3.5389428780818175
332,3.0700000000000003,1555,14.052083333333332,301.1998596191,905.029296875,0.9998525381000001,51.5440093671,3.5214460312454543
333,3.0860000000000003,1560,14.052083333333332,300.3431091309,905.2594604492,0.9998526573000001,51.5875517837,3.4818254226272725
334,3.1020000000000003,1565,14.052083333333332,300.1591186523,905.5161132812,0.9998457432000001,51.5966797442,3.4286899422090906
335,3.1180000000000003,1570,14.052083333333332,299.7610168457,906.1637573242,0.999820888,51.616337241,3.345894767145454
336,3.1340000000000003,1575,14.052083333333332,298.8835449219,907.6168212891,0.9999030828000001,51.6596544259,3.239264163827272
337,3.1500000000000004,1580,14.052083333333332,297.8100891113,909.182800293,0.9999480247,51.7129103577,3.1170084305818175
338,3.1660000000000004,1585,14.052083333333332,296.1838989258,913.5668945312,0.9999709129000001,51.7915785668,3.117008430581817
339,3.1820000000000004,1590,14.052083333333332,293.180480957,916.5823974609,0.9999908209,51.9423626733,3.117008430581817
340,3.1980000000000004,1595,14.052083333333332,290.4277038574,923.0990600586,0.9999893904,52.0770852832,3.117008430581817
341,3.2140000000000004,1600,14.052083333333332,287.7516784668,928.1760253906,0.9999681711,52.2096105435,3.117008430581817
342,3.232,1605,14.052083333333332,281.0093383789,930.5559082031,0.9999396801,52.5541458597,3.117008430581817
