,frame_id,left_ear_cam_x,left_ear_cam_y,left_ear_prob,mid_ears_cam_x,mid_ears_cam_y,mid_ears_prob,nose_cam_x,nose_cam_y,nose_prob,right_ear_cam_x,right_ear_cam_y,right_ear_prob,time,x,y,vx,vy,ax,ay,nose_x,nose_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,angle,bug_x,bug_y,dev_angle,bug_x_cm,block_id,animal_id,datetime,x_obs,strike_id,total_sec
0,5530,1051.6199951172,112.9387664795,0.9999169111,1062.9299316406,137.0428771973,0.9999184608,1133.6846923828,115.1111373901,0.9999548197,1074.2398681641,161.146987915,0.9999200106,1684089104.196247,,,,,,,4.0132407808,47.5399065224,10.0614885825,46.9345355202,9.2940550626,42.9011815341,3.5751130656,,,,,1436,PV91,2023-05-14 18:31:44.196247040,,,-0.9833169920000001
1,5531,1051.8806152344,112.8474655151,0.9999185801,1063.0988769531,136.9797515869,0.9999190569,1134.0549316406,115.0953216553,0.9999519587000001,1074.3172607422,161.1120300293,0.9999195337000001,1684089104.212913,,,,,,,3.9843347423,47.5453446222,10.0412211562,46.9451607858,9.288021462,42.9047462751,3.573814698,,,,,1436,PV91,2023-05-14 18:31:44.212913152,,,-0.9666508800000001
2,5532,1052.0457763672,112.9805450439,0.9999217987000001,1063.2280273438,137.1147613525,0.9999232292,1134.5847167969,115.2049560547,0.9999446869,1074.41015625,161.2489776611,0.9999246597,1684089104.229579,,,,,,,3.9459646717,47.5407758987,10.0317398516,46.9345394826,9.283829599,42.89390844,3.5726034633,,,,,1436,PV91,2023-05-14 18:31:44.229579008,,,-0.9499850240000001
3,5533,1052.0760498047,112.9245300293,0.9999216795,1063.1920166016,137.1119842529,0.9999240041,1134.6892089844,115.0793075562,0.9999437332000001,1074.3079833984,161.2994384766,0.9999263287000001,1684089104.246246,,,,,,,3.9350555288,47.5536351605,10.0285856475,46.9399009855,9.2918647587,42.8888398311,3.5735508944000003,,,,,1436,PV91,2023-05-14 18:31:44.246246144,,,-0.9333178880000002
4,5534,1052.1051025391,112.9175262451,0.9999220371,1063.2141113281,137.1250610352,0.9999243617,1134.7139892578,115.0489501953,0.9999436140000001,1074.3231201172,161.3325805664,0.9999266863,1684089104.262913,,,,,,,3.9324534195,47.55673717,10.0263780539,46.9407975185,9.2913675875,42.8861592544,3.5740430388,,,,,1436,PV91,2023-05-14 18:31:44.262913024,,,-0.9166510080000001
5,5535,1052.0736083984,112.8232727051,0.9999181032000001,1063.1846923828,137.0557556152,0.9999208450000001,1134.8132324219,114.9923629761,0.9999409914,1074.2957763672,161.2882232666,0.9999235868,1684089104.279579,,,,,,,3.9235117986,47.563088614,10.0269702349,46.9490851289,9.2925320358,42.8896912326,3.5734549401,,,,,1436,PV91,2023-05-14 18:31:44.279578880,,,-0.8999851520000001
6,5536,1052.0592041016,112.7185897827,0.9999155998,1063.0920410156,136.9975891113,0.9999180436,1134.8491210938,115.0894546509,0.9999399185000001,1074.125,161.2765808105,0.9999204874000001,1684089104.296245,,,,,,,3.9229447972,47.5544006385,10.0261500151,46.9584755698,9.304329406899999,42.8893275909,3.5711554332,,,,,1436,PV91,2023-05-14 18:31:44.296244992,,,-0.8833190400000002
7,5537,1052.1243896484,112.4979476929,0.9999083281000001,1063.0968017578,136.9288787842,0.9999151230000001,1134.8310546875,114.8069229126,0.9999424219,1074.0692138672,161.3598175049,0.9999219179000001,1684089104.312912,,,,,,,3.917925758,47.58061469,10.0175809457,46.979126417,9.3096588605,42.8818576273,3.5737512957,,,,,1436,PV91,2023-05-14 18:31:44.312911872,,,-0.8666521600000001
8,5538,1052.0587158203,112.630317688,0.9999127388000001,1063.0285644531,137.0107879639,0.9999173880000001,1134.8198242188,114.7644882202,0.9999406338000001,1073.9984130859,161.3912658691,0.9999220371,1684089104.329577,,,,,,,3.9178314354,47.5844609604,10.0246261355,46.9664989715,9.3151670001,42.8786443818,3.5750160954,,,,,1436,PV91,2023-05-14 18:31:44.329576960,,,-0.8499870720000001
9,5539,1051.9956054688,112.5409240723,0.9999090433000001,1062.9692382812,136.9483642578,0.9999142885000001,1134.7907714844,114.6283569336,0.9999418259,1073.9427490234,161.3558197021,0.9999195337000001,1684089104.346245,,,,,,,3.9169819792,47.5968784617,10.0275701569,46.9740650473,9.3184734105,42.8811998683,3.5758052711,,,,,1436,PV91,2023-05-14 18:31:44.346245120,,,-0.8333189120000001
