,animal_id,movement_type,time,bug_speed,bug_type,bug_size,strike_id,exit_hole,strike_x,strike_y,arena,trial_id,proj_strike,is_hit,miss_distance,proj_bug_x,day,proj_strike_x,proj_strike_y
1,PV42,jump_up,2023-05-24 10:04:03.744,4.046847650538435,cockroach,143,3094,left,1234.0,801.0,msi-regev,11954,"[-77.0, -4.0]",True,1.3774277267681299,-60.0,2023-05-24,-1.3755729166666666,-4.0
3,PV42,random_low_horizontal,2023-05-03 10:01:27.877,4.110197502358217,cockroach,157,117,right,596.0,853.0,msi-regev,7541,"[-68.0, 56.0]",True,1.5737065483587536,-44.0,2023-05-03,-1.2147916666666667,56.0
5,PV42,jump_up,2023-05-09 18:01:23.329,3.9756092128636134,cockroach,151,122,left,539.0,887.0,msi-regev,6529,"[-63.0, -7.0]",True,1.1323947769097884,-56.0,2023-05-09,-1.12546875,-7.0
6,PV42,jump_up,2023-05-09 18:01:51.603,4.0503325136575725,cockroach,157,123,left,609.0,914.0,msi-regev,6543,"[-61.0, -34.0]",True,1.247582485382911,-52.0,2023-05-09,-1.0897395833333332,-34.0
7,PV42,random_low_horizontal,2023-04-28 17:31:35.554,,cockroach,159,124,right,874.0,860.0,msi-regev,7033,,True,1.5297967496241422,,2023-04-28,,
13,PV42,random_low_horizontal,2023-05-04 10:02:06.462,2.082436098462805,cockroach,159,139,right,787.0,825.0,msi-regev,7583,"[-45.0, 28.0]",True,0.9468229166666666,-24.0,2023-05-04,-0.8039062499999999,28.0
18,PV42,random_low_horizontal,2023-05-04 09:17:46.553,7.338623235508195,cockroach,151,121,left,1384.0,796.0,msi-regev,7574,"[-123.0, 1.0]",False,2.197416369057475,-120.0,2023-05-04,-2.19734375,1.0
22,PV42,random_low_horizontal,2023-05-04 10:02:32.647,2.0848782059110413,cockroach,146,140,left,796.0,819.0,msi-regev,7584,"[-31.0, -22.0]",True,0.679089186291733,-32.0,2023-05-04,-0.5538020833333334,-22.0
23,PV42,jump_up,2023-05-10 10:01:23.647,,cockroach,146,142,left,419.0,793.0,msi-regev,6663,,True,0.9673304844049048,,2023-05-10,,
24,PV42,random_low_horizontal,2023-05-03 14:01:48.095,8.381900898780156,cockroach,146,154,right,1428.0,827.0,msi-regev,7553,"[-124.0, 30.0]",False,2.2791175844996885,-136.0,2023-05-03,-2.2152083333333334,30.0
25,PV42,random_low_horizontal,2023-05-03 14:02:07.452,8.098207009307387,cockroach,149,155,right,1444.0,843.0,msi-regev,7554,"[-100.0, 46.0]",False,2.0970920802726716,-112.0,2023-05-03,-1.7864583333333333,46.0
26,PV42,random_low_horizontal,2023-04-29 09:01:30.528,7.624237160515831,cockroach,147,170,left,1375.0,826.0,msi-regev,7112,"[-138.0, -29.0]",False,2.519159635600681,-128.0,2023-04-29,-2.4653125,-29.0
27,PV42,random_low_horizontal,2023-04-29 09:01:30.960,7.9895246812843475,cockroach,147,171,left,1185.0,824.0,msi-regev,7112,"[-156.0, -27.0]",False,2.6875957957934893,-336.0,2023-04-29,-2.7868749999999998,-27.0
28,PV42,random_low_horizontal,2023-04-29 09:01:31.501,8.218631618345205,cockroach,147,172,left,927.0,820.0,msi-regev,7112,"[-154.0, -23.0]",False,2.781659616469402,-88.0,2023-04-29,-2.751145833333333,-23.0
29,PV42,random_low_horizontal,2023-04-29 09:01:32.598,8.423793958386435,cockroach,147,174,left,396.0,822.0,msi-regev,7112,"[-151.00000000000003, -25.0]",False,2.734273546729005,-96.00000000000003,2023-04-29,-2.697552083333334,-25.0
30,PV42,random_low_horizontal,2023-05-04 12:01:45.004,6.322617119945562,cockroach,156,179,left,635.0,820.0,msi-regev,7603,"[-70.0, -23.0]",True,1.3162937287057304,-90.0,2023-05-04,-1.2505208333333333,-23.0
32,PV42,random_low_horizontal,2023-05-04 11:01:04.575,3.8648677071083126,cockroach,150,156,left,1441.0,820.0,msi-regev,7591,"[-56.0, -22.999999999999886]",True,1.0815083599185835,-48.0,2023-05-04,-1.0004166666666667,-22.999999999999886
34,PV42,random_low_horizontal,2023-05-04 11:02:54.938,4.168355519122927,cockroach,158,158,right,788.0,819.0,msi-regev,7596,"[-68.0, 22.0]",True,1.3449551806413578,-56.0,2023-05-04,-1.2147916666666667,22.0
35,PV42,random_low_horizontal,2023-05-04 11:03:37.763,4.080448771699845,cockroach,143,159,right,691.0,799.0,msi-regev,7598,"[-61.0, 2.0]",True,1.0903251500512134,-48.0,2023-05-04,-1.0897395833333332,2.0
36,PV42,random_low_horizontal,2023-04-29 09:02:09.783,8.050325385480576,cockroach,152,175,right,894.0,804.0,msi-regev,7114,"[-138.0, 7.0]",False,2.4684820732997546,-112.0,2023-04-29,-2.4653125,7.0
37,PV42,random_low_horizontal,2023-04-29 09:02:10.304,8.235443620721643,cockroach,152,176,right,1135.0,802.0,msi-regev,7114,"[-137.0, 5.0]",False,2.5919041760893693,-72.0,2023-04-29,-2.4474479166666665,5.0
38,PV42,random_low_horizontal,2023-04-29 09:02:10.749,8.313692524740738,cockroach,152,177,right,1350.0,825.0,msi-regev,7114,"[-146.0, 28.0]",False,2.655761239755337,-296.0,2023-04-29,-2.608229166666667,28.0
39,PV42,random_low_horizontal,2023-05-04 12:00:43.239,6.211510437153646,cockroach,158,178,right,902.0,822.0,msi-regev,7600,"[-102.0, 25.0]",True,1.876121496919178,-120.0,2023-05-04,-1.8221875,25.0
40,PV42,random_low_horizontal,2023-04-29 09:01:12.309,8.198121739850519,cockroach,140,169,right,1028.0,818.0,msi-regev,7111,"[-116.0, 21.0]",False,2.1059760121260105,-304.0,2023-04-29,-2.0722916666666666,21.0
41,PV42,random_low_horizontal,2023-04-29 09:01:32.064,8.34457250578027,cockroach,147,173,left,662.0,822.0,msi-regev,7112,"[-161.0, -25.0]",False,2.9106664257320314,-88.0,2023-04-29,-2.8761979166666665,-25.0
43,PV42,random_low_horizontal,2023-05-04 13:02:19.471,8.27715576299753,cockroach,147,197,left,738.0,822.0,msi-regev,7613,"[-125.0, -25.0]",False,2.417600274270855,-144.0,2023-05-04,-2.2330729166666665,-25.0
47,PV42,random_low_horizontal,2023-05-04 14:05:01.330,2.007091270413109,cockroach,153,212,right,1055.0,800.0,msi-regev,7628,"[-35.0, 3.0]",True,0.6275530883433179,-32.0,2023-05-04,-0.6252604166666667,3.0
48,PV42,random_low_horizontal,2023-04-29 12:01:53.983,5.99084912419073,cockroach,157,220,left,708.0,837.0,msi-regev,7146,"[-89.0, -40.0]",True,1.7431476466411133,-78.0,2023-04-29,-1.5899479166666666,-40.0
49,PV42,jump_up,2023-05-10 12:02:44.453,4.009378574446972,cockroach,141,182,left,696.0,791.0,msi-regev,6824,"[-59.0, 6.0]",True,1.059446609602433,-144.0,2023-05-10,-1.0540104166666666,6.0
50,PV42,jump_up,2023-05-10 12:05:29.959,4.140205846471128,cockroach,158,183,left,447.0,815.0,msi-regev,6867,"[-46.0, -18.0]",True,0.8824453206423676,-56.0,2023-05-10,-0.8217708333333333,-18.0
51,PV42,random_low_horizontal,2023-04-29 10:01:42.629,2.0879571230171012,cockroach,155,194,left,1257.0,830.0,msi-regev,7125,"[-38.0, -33.0]",True,0.8991051519857157,-28.0,2023-04-29,-0.6788541666666666,-33.0
52,PV42,random_low_horizontal,2023-05-04 13:01:01.249,7.598519311784002,cockroach,151,196,right,563.0,797.0,msi-regev,7607,"[-125.0, 0.0]",False,2.2330729166666665,-160.0,2023-05-04,-2.2330729166666665,0.0
53,PV42,jump_up,2023-05-10 13:01:19.081,3.803016258043015,cockroach,156,200,left,1541.0,781.0,msi-regev,7794,"[-60.0, 16.0]",True,1.1093316501702475,-52.0,2023-05-10,-1.071875,16.0
54,PV42,jump_up,2023-05-10 13:04:04.565,4.148356008709019,cockroach,150,201,left,370.0,789.0,msi-regev,6893,"[-57.0, 8.0]",True,1.0282615803931767,-48.0,2023-05-10,-1.01828125,8.0
55,PV42,random_low_horizontal,2023-04-29 11:01:47.253,2.0688478556132712,cockroach,154,209,left,696.0,830.0,msi-regev,7135,"[-37.0, -33.0]",True,0.8856942610188553,-30.0,2023-04-29,-0.6609895833333334,-33.0
57,PV42,jump_up,2023-05-10 14:04:59.364,3.991101631038747,cockroach,152,213,left,1085.0,792.0,msi-regev,7805,"[-67.99999999999989, 5.0]",True,1.2180711706811789,-239.9999999999999,2023-05-10,-1.2147916666666647,5.0
59,PV42,random_low_horizontal,2023-05-04 15:02:04.662,2.0254298791859164,cockroach,147,223,right,579.0,793.0,msi-regev,7632,"[-49.0, -4.0]",True,0.8782764070365991,-38.0,2023-05-04,-0.8753645833333333,-4.0
60,PV42,random_low_horizontal,2023-05-04 15:03:45.222,2.0336173505048465,cockroach,153,225,right,705.0,793.0,msi-regev,7636,"[-37.0, -4.0]",True,0.7359254337445594,-30.0,2023-05-04,-0.6609895833333334,-4.0
61,PV42,jump_up,2023-05-10 17:02:42.858,4.110101354578996,cockroach,147,241,left,1127.0,789.0,msi-regev,7830,"[-46.0, 8.0]",True,0.9045902485629275,-36.0,2023-05-10,-0.8217708333333333,8.0
63,PV42,random_low_horizontal,2023-05-04 15:02:53.967,2.0521260617021504,cockroach,158,224,right,494.0,822.0,msi-regev,7634,"[-46.0, 25.0]",True,0.9352924080539561,-28.0,2023-05-04,-0.8217708333333333,25.0
64,PV42,jump_up,2023-05-10 16:05:03.866,4.039801676354543,cockroach,155,226,left,437.0,783.0,msi-regev,7825,"[-80.0, 14.0]",True,1.4508857485326467,-64.0,2023-05-10,-1.4291666666666667,14.0
69,PV42,circle,2023-05-05 09:01:14.271,11.11237337628548,cockroach,154,254,left,1282.0,480.0,msi-regev,7642,"[-225.73157321686585, -22.061742663185328]",False,4.051814457709508,-112.48529960237158,2023-05-05,-4.032600500697135,-22.061742663185328
76,PV42,circle,2023-05-05 09:01:13.505,10.721793051214732,cockroach,154,253,left,927.0,763.0,msi-regev,7642,"[-175.85875440316045, 31.71474188553418]",False,3.1923228820629808,-210.51002501856738,2023-05-05,-3.14164337293146,31.71474188553418
80,PV42,random_low_horizontal,2023-04-29 15:03:58.962,8.341257339151515,cockroach,140,276,left,412.0,824.0,msi-regev,7198,"[-119.0, -27.0]",False,2.3195082208308158,-80.0,2023-04-29,-2.1258854166666667,-27.0
81,PV42,circle,2023-05-05 10:02:53.265,11.237561472411327,cockroach,156,285,left,1100.0,689.0,msi-regev,7648,"[-202.63557635985097, 16.23455496609313]",False,3.631599465840012,-189.12871264818432,2023-05-05,-3.6200001401785875,16.23455496609313
82,PV42,circle,2023-05-05 10:02:58.962,11.203756523262827,cockroach,156,287,left,1106.0,674.0,msi-regev,7648,"[-165.81403252043293, 9.921392598625289]",False,2.9674964400508794,-167.50195160653374,2023-05-05,-2.962198601797317,9.921392598625289
83,PV42,circle,2023-05-05 10:03:07.707,11.306262323234167,cockroach,156,290,left,1171.0,613.0,msi-regev,7648,"[-265.48891013036973, -13.115595278987485]",False,4.748632752517581,-241.98030896505563,2023-05-05,-4.742848759099834,-13.115595278987485
84,PV42,circle,2023-05-05 10:03:21.491,11.141412810819595,cockroach,156,293,left,996.0,710.0,msi-regev,7648,"[-188.47735463080096, -2.877071849414051]",False,3.3674616734980694,-145.642301893762,2023-05-05,-3.367069408248163,-2.877071849414051
85,PV42,circle,2023-05-05 10:03:24.445,11.197275083790057,cockroach,156,294,left,1082.0,735.0,msi-regev,7648,"[-206.9376726074264, 45.00320593606375]",False,3.7832653136620316,-167.50195160656455,2023-05-05,-3.6968552971014197,45.00320593606375
88,PV42,jump_up,2023-05-10 18:05:33.236,4.064436852183189,cockroach,148,266,left,358.0,817.0,msi-regev,7846,"[-49.0, -20.0]",True,0.9454736848922791,-40.0,2023-05-10,-0.8753645833333333,-20.0
89,PV42,jump_up,2023-05-11 10:03:11.764,4.147738618006323,cockroach,140,270,left,1045.0,821.0,msi-regev,7851,"[-79.99999999999989, -24.0]",True,1.4920938052317996,-48.0,2023-05-11,-1.4291666666666647,-24.0
90,PV42,random_low_horizontal,2023-04-29 15:01:42.250,8.204636926845037,cockroach,152,275,right,1009.0,786.0,msi-regev,7184,"[-151.0, -11.0]",False,2.7047002765841754,-80.0,2023-04-29,-2.697552083333333,-11.0
98,PV42,circle,2023-05-05 10:02:50.391,11.204967075469698,cockroach,156,284,left,1106.0,681.0,msi-regev,7648,"[-164.42635682983456, 19.6768807709675]",False,2.7590527346115525,-178.34633060935795,2023-05-05,-2.937408353782982,19.6768807709675
99,PV42,circle,2023-05-05 10:02:56.198,10.985499103664592,cockroach,156,286,left,1130.0,633.0,msi-regev,7648,"[-167.51562977121978, -16.639069609000444]",False,3.0073233881980355,-156.59934537568589,2023-05-05,-2.99259692768377,-16.639069609000444
100,PV42,circle,2023-05-05 10:03:01.807,11.308264583784005,cockroach,156,288,left,1129.0,653.0,msi-regev,7648,"[-173.58675500576646, -1.9851610012356105]",False,2.9060732666106777,-156.5993453756713,2023-05-05,-3.101055050363432,-1.9851610012356105
101,PV42,circle,2023-05-05 10:03:04.775,11.211653258748841,cockroach,156,289,left,1154.0,624.0,msi-regev,7648,"[-204.7175231936086, -14.826818586383752]",False,3.6667725891828904,-178.3463306093497,2023-05-05,-3.65719325288582,-14.826818586383752
102,PV42,circle,2023-05-05 10:03:13.047,11.242163862970513,cockroach,156,291,left,1044.0,688.0,msi-regev,7648,"[-195.0334338107728, -11.010983331831994]",False,3.4897393368566227,-167.5019516065645,2023-05-05,-3.4841910310987014,-11.010983331831994
103,PV42,circle,2023-05-05 10:03:18.572,11.260689971880218,cockroach,156,292,left,900.0,677.0,msi-regev,7648,"[-232.0589535649783, -29.799937073001615]",False,4.179678571444236,-210.4925159502701,2023-05-05,-4.145636514207685,-29.799937073001615
105,PV42,jump_up,2023-05-11 10:02:18.157,4.151746918683241,cockroach,147,268,left,469.0,791.0,msi-regev,7849,"[-76.0, 6.000000000000114]",True,1.3619328465673437,-200.0,2023-05-11,-1.3577083333333333,6.000000000000114
109,PV42,circle,2023-05-05 11:01:47.888,11.223200671840205,cockroach,148,325,left,1077.0,689.0,msi-regev,7652,"[-145.92907511761496, 21.219762539161138]",False,2.634379402896946,-189.1287126481758,2023-05-05,-2.6069621231948923,21.219762539161138
110,PV42,circle,2023-05-05 11:01:56.269,11.321205141476478,cockroach,148,327,left,1005.0,711.0,msi-regev,7652,"[-191.71613916002286, 1.7593142152661585]",False,3.4250731498948364,-156.5993453756712,2023-05-05,-3.4249289443691584,1.7593142152661585
111,PV42,circle,2023-05-05 11:02:05.209,11.080820003675168,cockroach,148,328,left,1196.0,597.0,msi-regev,7652,"[-253.38795293300802, -7.956549376093108]",False,4.342306937736048,-221.06651070271403,2023-05-05,-4.526670200834467,-7.956549376093108
112,PV42,circle,2023-05-05 11:02:13.611,11.197791934872694,cockroach,148,329,left,1165.0,627.0,msi-regev,7652,"[-245.12693255339065, -0.9318459524758964]",False,4.379122155452171,-231.56365805132117,2023-05-05,-4.379090513844426,-0.9318459524758964
116,PV42,circle,2023-05-05 11:01:53.560,11.309004649618952,cockroach,148,326,left,1076.0,678.0,msi-regev,7652,"[-185.0903516767769, -2.3775315393049823]",False,3.11386238879487,-178.3463306093662,2023-05-05,-3.3065620117257537,-2.3775315393049823
117,PV42,random_low_horizontal,2023-04-29 16:01:24.117,6.167943533824721,cockroach,145,321,right,879.0,843.0,msi-regev,7200,"[-65.0, 46.0]",True,1.4225638488969021,-90.0,2023-04-29,-1.1611979166666666,46.0
118,PV42,circle,2023-05-05 11:02:19.247,11.306327192028613,cockroach,148,330,left,1160.0,629.0,msi-regev,7652,"[-249.00109809267505, -4.785172474082401]",False,4.4491221951656845,-231.56365805132103,2023-05-05,-4.4483008669681015,-4.785172474082401
119,PV42,circle,2023-05-05 11:02:53.444,11.152749990793241,cockroach,142,331,left,1263.0,487.0,msi-regev,7653,"[-185.71559563218125, 1.7918198341587868]",False,3.513996642713922,-145.64230189374848,2023-05-05,-3.3177317344707378,1.7918198341587868
120,PV42,random_low_horizontal,2023-04-29 17:01:20.462,4.0880167556405596,cockroach,151,353,left,1302.0,825.0,msi-regev,7210,"[-57.0, -28.0]",True,1.13450653626926,-60.0,2023-04-29,-1.01828125,-28.0
121,PV42,circle,2023-05-05 12:01:16.518,11.200429135031188,cockroach,152,358,left,1138.0,647.0,msi-regev,7657,"[-201.11885375824653, -4.621389078697121]",False,3.593852936662152,-178.3463306093663,2023-05-05,-3.592904522868675,-4.621389078697121
122,PV42,circle,2023-05-05 12:04:37.402,11.156174402949135,cockroach,146,363,left,1226.0,532.0,msi-regev,7660,"[-150.27401930473192, -17.25519443161602]",False,2.8958717414542186,-101.34618947114492,2023-05-05,-2.6845827407043252,-17.25519443161602
124,PV42,circle,2023-05-05 12:01:13.599,11.219969919772733,cockroach,152,356,left,1092.0,665.0,msi-regev,7657,"[-185.5101085217999, -11.451698414474095]",False,3.3203692327518164,-167.50195160654135,2023-05-05,-3.3140607928634047,-11.451698414474095
125,PV42,circle,2023-05-05 12:01:14.179,11.215865220442575,cockroach,152,357,left,1284.0,425.0,msi-regev,7657,"[-264.7939885295632, -30.33635015269499]",False,4.571187220455636,-145.64230189374848,2023-05-05,-4.730434274252092,-30.33635015269499
126,PV42,circle,2023-05-05 12:01:22.538,11.310727119136509,cockroach,152,359,left,1276.0,446.0,msi-regev,7657,"[-235.1109908167225, -8.499188908411952]",False,4.202903376337526,-167.50195160653357,2023-05-05,-4.200159888027907,-8.499188908411952
127,PV42,circle,2023-05-05 12:01:31.092,11.227476810442074,cockroach,152,361,left,1277.0,426.0,msi-regev,7657,"[-253.4313219817035, -20.67420511507089]",False,4.542484682319285,-167.50195160653357,2023-05-05,-4.527444970818974,-20.67420511507089
128,PV42,circle,2023-05-05 12:04:34.606,11.047178513118327,cockroach,146,362,left,1232.0,518.0,msi-regev,7660,"[-183.6590352566419, -20.979355795551783]",False,3.1110562784969127,-134.63463006123794,2023-05-05,-3.2809921402618842,-20.979355795551783
129,PV42,circle,2023-05-05 12:04:42.935,11.112866347865346,cockroach,146,364,left,1142.0,647.0,msi-regev,7660,"[-204.28327655418897, 11.789938204799]",False,3.6555084590878524,-221.06651070275407,2023-05-05,-3.649435617608688,11.789938204799
130,PV42,random_low_horizontal,2023-04-29 18:03:14.529,2.099183555639447,cockroach,150,385,left,1247.0,798.0,msi-regev,7224,"[-42.0, -1.0]",True,0.7505251434788335,-26.0,2023-04-29,-0.7503124999999999,-1.0
131,PV42,random_low_horizontal,2023-04-29 18:02:52.157,2.076827334126783,cockroach,142,384,left,1328.0,840.0,msi-regev,7223,"[-25.0, -43.0]",True,0.888572235332904,-28.0,2023-04-29,-0.4466145833333333,-43.0
141,PV42,circle,2023-05-05 10:03:10.309,11.19850753257564,cockroach,156,406,left,1102.0,655.0,msi-regev,7648,"[-187.18358161213993, -16.500372028594484]",False,3.3569237483280117,-167.50195160653357,2023-05-05,-3.343956692341875,-16.500372028594484
142,PV42,circle,2023-05-05 10:03:15.786,11.123750887383117,cockroach,156,407,left,930.0,704.0,msi-regev,7648,"[-235.76511307750627, -15.880898243399315]",False,4.0332892580788045,-189.1287126482017,2023-05-05,-4.211845509665867,-15.880898243399315
145,PV42,circle,2023-05-05 11:01:50.798,11.318385206077997,cockroach,148,416,left,1097.0,667.0,msi-regev,7652,"[-188.98635283970316, -4.847205694313288]",False,3.377272758383099,-178.34633060936625,2023-05-05,-3.3761624491676137,-4.847205694313288
148,PV42,random_low_horizontal,2023-04-30 10:01:56.611,4.198566245489532,cockroach,151,429,left,998.0,826.0,msi-regev,7242,"[-81.0, -29.0]",True,1.536977223468217,-52.0,2023-04-30,-1.44703125,-29.0
149,PV42,random_low_horizontal,2023-04-30 10:04:07.213,3.970804003997009,cockroach,156,430,right,460.0,795.0,msi-regev,7243,"[-88.0, -2.0]",True,1.6439299813009491,-52.0,2023-04-30,-1.5720833333333333,-2.0
150,PV42,circle,2023-05-05 11:02:02.197,11.22126002315237,cockroach,148,431,left,1137.0,648.0,msi-regev,7652,"[-234.5635214888202, -1.9621664267951928]",False,4.190526187580393,-221.0665107027139,2023-05-05,-4.190379576597152,-1.9621664267951928
151,PV42,circle,2023-05-05 11:02:07.928,11.319554468982142,cockroach,148,432,left,1186.0,608.0,msi-regev,7652,"[-208.80382546766586, 6.853673669374302]",False,3.539806661091809,-210.49251595023168,2023-05-05,-3.7301933403859056,6.853673669374302
152,PV42,circle,2023-05-05 12:01:19.459,11.321615195639277,cockroach,152,435,left,1193.0,603.0,msi-regev,7657,"[-217.7194908776574, 1.5099326805175224]",False,3.889561523372661,-199.84534953850857,2023-05-05,-3.889467988074817,1.5099326805175224
153,PV42,random_low_horizontal,2023-04-30 09:01:08.889,6.158151540905672,cockroach,149,403,left,1083.0,820.0,msi-regev,7230,"[-85.99999999999989, -23.0]",True,1.5903493173084233,-77.99999999999989,2023-04-30,-1.5363541666666647,-23.0
157,PV42,circle,2023-05-05 14:01:48.308,11.238188144010893,cockroach,143,422,left,1233.0,527.0,msi-regev,7667,"[-177.0459096329903, -9.926758912521791]",False,3.167819056860022,-145.6423018937416,2023-05-05,-3.1628514064643576,-9.926758912521791
162,PV42,circle,2023-05-05 11:01:45.104,10.622232320348028,cockroach,148,415,left,1094.0,685.0,msi-regev,7652,"[-170.8398082847404, 9.99283240273462]",False,3.057198501624021,-156.59934537567864,2023-05-05,-3.0519819917534354,9.99283240273462
164,PV42,circle,2023-05-05 11:02:22.301,11.298212280250103,cockroach,148,433,left,1274.0,445.0,msi-regev,7652,"[-206.81546030316952, -9.057692089867714]",False,3.6982136854518286,-134.63463006126324,2023-05-05,-3.6946720252076637,-9.057692089867714
165,PV42,circle,2023-05-05 11:02:56.284,11.293198792097101,cockroach,142,434,left,1274.0,465.0,msi-regev,7653,"[-153.19139042122924, 98.40437153253697]",False,3.450516578762947,-419.98614974863165,2023-05-05,-2.7367003601292517,98.40437153253697
166,PV42,circle,2023-05-05 12:01:25.395,11.18808755335514,cockroach,152,436,left,1278.0,431.0,msi-regev,7657,"[-237.46760474716257, -14.19214249042875]",False,4.0573229603106125,-156.5993453756713,2023-05-05,-4.242259813972748,-14.19214249042875
167,PV42,circle,2023-05-05 12:04:31.930,11.181319308170918,cockroach,146,437,left,1279.0,424.0,msi-regev,7660,"[-209.84563887451145, -7.643004697236165]",False,3.751290594397492,-134.634630061238,2023-05-05,-3.748804902810283,-7.643004697236165
168,PV42,circle,2023-05-05 12:04:40.473,11.26876729447206,cockroach,146,438,left,1269.0,423.0,msi-regev,7660,"[-221.1408550161027, -20.64846224738085]",False,3.776255143911357,-145.64230189373495,2023-05-05,-3.9505892328397514,-20.64846224738085
169,PV42,circle,2023-05-05 15:00:51.601,11.252548213992936,cockroach,159,440,left,1160.0,642.0,msi-regev,7671,"[-212.67528331154807, 0.9330184119128262]",False,3.7993918831770266,-178.34633060936625,2023-05-05,-3.7993553216594265,0.9330184119128262
170,PV42,circle,2023-05-05 15:00:54.275,11.231188955965651,cockroach,159,441,left,1070.0,678.0,msi-regev,7671,"[-205.0741456775046, -16.2333507791152]",False,3.675024296320976,-167.50195160653368,2023-05-05,-3.6635641649679203,-16.2333507791152
171,PV42,circle,2023-05-05 15:01:30.156,11.074298050069837,cockroach,142,445,left,1048.0,678.0,msi-regev,7672,"[-175.08122568735843, -12.704308876339837]",False,2.9457494876128707,-167.5019516065414,2023-05-05,-3.127753146393955,-12.704308876339837
172,PV42,circle,2023-05-05 15:01:32.754,11.224839560412944,cockroach,142,446,left,876.0,682.0,msi-regev,7672,"[-179.30825427267587, -19.14241043705067]",False,3.2214694430443154,-145.64230189374848,2023-05-05,-3.2032672508087408,-19.14241043705067
173,PV42,circle,2023-05-05 15:01:35.911,11.140921424786578,cockroach,142,447,left,1057.0,675.0,msi-regev,7672,"[-187.15173380556053, -13.314293730067902]",False,3.3518377471336898,-178.3463306093663,2023-05-05,-3.343387744547253,-13.314293730067902
174,PV42,circle,2023-05-05 15:01:44.179,11.113939875779428,cockroach,142,450,left,874.0,681.0,msi-regev,7672,"[-223.23447242525367, -22.974480492714406]",False,4.009055162516117,-189.12871264816715,2023-05-05,-3.987990835513646,-22.974480492714406
175,PV42,circle,2023-05-05 15:02:07.224,9.815092287372284,cockroach,142,452,left,419.0,679.0,msi-regev,7672,"[-175.34287638451258, 2.5841052900391333]",False,3.132767577958319,-96.00000000000024,2023-05-05,-3.13242742707749,2.5841052900391333
176,PV42,circle,2023-05-05 15:02:43.882,11.196292027353227,cockroach,156,455,left,1114.0,704.0,msi-regev,7673,"[-210.84214739076214, 26.756621560937447]",False,3.596648661663533,-167.50195160653362,2023-05-05,-3.7666071122412195,26.756621560937447
177,PV42,random_low_horizontal,2023-04-30 11:02:19.754,2.0716739212337205,cockroach,143,461,right,1204.0,788.0,msi-regev,7247,"[-36.0, -9.0]",True,0.6976342809468704,-30.0,2023-04-30,-0.643125,-9.0
178,PV42,circle,2023-05-05 15:01:02.448,11.081970051499587,cockroach,159,443,left,859.0,681.0,msi-regev,7671,"[-192.02488504578162, -8.702455837336515]",False,3.4339655625189383,-178.3463306093497,2023-05-05,-3.4304445609741196,-8.702455837336515
179,PV42,circle,2023-05-05 15:01:27.921,10.90713455066167,cockroach,142,444,left,1285.0,396.0,msi-regev,7672,"[-213.6640343561944, 4.005535391319086]",False,3.620897064524875,-156.59934537567858,2023-05-05,-3.817018947092431,4.005535391319086
180,PV42,circle,2023-05-05 15:01:38.718,11.260321481857698,cockroach,142,448,left,1051.0,699.0,msi-regev,7672,"[-201.25446580125225, 11.16456392750274]",False,3.4060262874635683,-199.8453495384902,2023-05-05,-3.595327175511954,11.16456392750274
181,PV42,circle,2023-05-05 15:01:41.549,11.308729952519931,cockroach,142,449,left,1052.0,676.0,msi-regev,7672,"[-191.4108750094424, -19.292232551611733]",False,3.4368000985926503,-167.5019516065335,2023-05-05,-3.4194755275124344,-19.292232551611733
182,PV42,circle,2023-05-05 15:01:50.132,11.226595577616633,cockroach,142,451,left,1079.0,666.0,msi-regev,7672,"[-201.41267538425797, -11.198501011906728]",False,3.7899356259297616,-199.8453495384901,2023-05-05,-3.5981535237916917,-11.198501011906728
183,PV42,circle,2023-05-05 15:02:35.329,11.225690258796227,cockroach,156,453,left,1080.0,672.0,msi-regev,7673,"[-256.62740197365196, -1.7700667711058031]",False,4.40225821169849,-262.55766653486444,2023-05-05,-4.584541608175137,-1.7700667711058031
184,PV42,circle,2023-05-05 15:02:41.269,10.984343958754804,cockroach,156,454,left,1182.0,594.0,msi-regev,7673,"[-216.24629626535318, -30.171364449877274]",False,4.086072677289506,-156.59934537567125,2023-05-05,-3.8631499801570905,-30.171364449877274
185,PV42,circle,2023-05-05 15:00:48.569,11.260314328173559,cockroach,159,439,left,1054.0,683.0,msi-regev,7671,"[-188.538781172445, -17.63786569179274]",False,3.1914630417268626,-145.6423018937483,2023-05-05,-3.368166767820241,-17.63786569179274
186,PV42,circle,2023-05-05 16:02:05.770,11.23462450819534,cockroach,157,469,left,1276.0,396.0,msi-regev,7677,"[-204.66804428809849, -5.690612909692618]",False,3.462344681953183,-145.64230189373484,2023-05-05,-3.6563093328550926,-5.690612909692618
188,PV42,circle,2023-05-05 15:01:46.973,11.288154587259864,cockroach,142,462,left,869.0,679.0,msi-regev,7672,"[-202.56316715420826, -18.276827636590838]",False,3.6334067659544824,-178.34633060934993,2023-05-05,-3.618706579890283,-18.276827636590838
189,PV42,circle,2023-05-05 15:02:31.995,11.116367302326122,cockroach,156,463,left,873.0,674.0,msi-regev,7673,"[-114.08063842174943, -11.191082215549955]",False,2.2393233084032094,-134.63463006124425,2023-05-05,-2.038003071805211,-11.191082215549955
