,animal_id,movement_type,time,bug_speed,bug_type,bug_size,strike_id,exit_hole,strike_x,strike_y,arena,trial_id,proj_strike,is_hit,miss_distance,proj_bug_x,day,proj_strike_x,proj_strike_y
2322,PV91,low_horizontal,2023-06-20 09:30:49.337,6.254933764779333,cockroach,100,4664,left,818.0,736.0,reptilearn4,15462,"[-91.0, 19.0]",False,2.551816726373585,-72.0,2023-06-20,-2.49795,19.0
2331,PV91,low_horizontal,2023-06-20 13:31:40.295,5.949883692282119,cockroach,100,4691,left,1224.0,750.0,reptilearn4,15484,"[-59.0, 5.0]",True,1.6253552734710033,-96.0,2023-06-20,-1.6195499999999998,5.0
2340,PV80,low_horizontal,2023-06-21 14:00:41.028,6.187549634343023,cockroach,157,4736,right,893.0,789.0,msi-regev,15543,"[-111.0, -8.0]",False,2.0950365922878706,-324.0,2023-06-21,-1.98296875,-8.0
2342,PV80,low_horizontal,2023-06-21 12:00:40.679,6.170717640454328,cockroach,140,4740,right,838.0,863.0,msi-regev,15532,"[-100.0, -17.0]",False,1.7065119267885887,-204.0,2023-06-21,-1.7864583333333333,-17.0
2343,PV91,low_horizontal,2023-06-20 15:32:05.766,6.319171283276943,cockroach,100,4707,right,1258.0,746.0,reptilearn4,15495,"[-100.0, -9.0]",False,2.59209988088808,-126.0,2023-06-20,-2.7449999999999997,-9.0
2347,PV91,low_horizontal,2023-06-20 15:32:05.149,6.249422513135598,cockroach,100,4700,right,1053.0,702.0,reptilearn4,15495,"[-77.0, -53.0]",False,2.5659510605231737,-108.0,2023-06-20,-2.11365,-53.0
2348,PV91,low_horizontal,2023-06-20 15:32:05.200,6.2553539317694415,cockroach,100,4701,right,1053.0,702.0,reptilearn4,15495,"[-95.0, -53.0]",False,2.986126016262542,-126.0,2023-06-20,-2.60775,-53.0
2349,PV91,low_horizontal,2023-06-20 15:32:05.467,6.2867471842193545,cockroach,100,4702,right,1169.0,743.0,reptilearn4,15495,"[-75.0, -12.0]",False,2.084935472023055,-222.0,2023-06-20,-2.05875,-12.0
2350,PV91,low_horizontal,2023-06-20 15:32:06.268,6.301051818683572,cockroach,100,4703,right,1471.0,746.0,reptilearn4,15495,"[-61.0, -9.0]",True,1.6925768830395858,-90.0,2023-06-20,-1.67445,-9.0
2353,PV91,low_horizontal,2023-06-20 16:32:29.017,5.344401411982531,cockroach,100,4711,right,401.0,737.0,reptilearn4,15501,"[-63.0, -18.0]",False,1.957437154163576,-132.0,2023-06-20,-1.72935,-18.0
2355,PV91,low_horizontal,2023-06-20 16:32:29.233,5.676246780636494,cockroach,100,4717,right,473.0,744.0,reptilearn4,15501,"[-75.0, -11.0]",False,2.080775183675545,-216.0,2023-06-20,-2.05875,-11.0
2360,PV91,low_horizontal,2023-06-20 16:32:29.632,5.954454620184398,cockroach,100,4718,right,631.0,747.0,reptilearn4,15501,"[-61.0, -8.0]",True,1.6887886079968681,-84.0,2023-06-20,-1.67445,-8.0
2361,PV91,low_horizontal,2023-06-20 17:30:50.412,6.317922327605473,cockroach,100,4720,right,1417.0,742.0,reptilearn4,15502,"[-67.0, -13.0]",False,1.8734499312765207,-126.0,2023-06-20,-1.8391499999999998,-13.0
2363,PV91,low_horizontal,2023-06-20 17:32:04.380,6.147947903481566,cockroach,100,4723,right,827.0,748.0,reptilearn4,15505,"[-81.0, -7.0]",False,2.2317373333347272,-114.0,2023-06-20,-2.2234499999999997,-7.0
2364,PV91,low_horizontal,2023-06-20 17:32:04.680,6.202545815602476,cockroach,100,4724,right,952.0,741.0,reptilearn4,15505,"[-64.0, -14.0]",True,1.7983416610866798,-222.0,2023-06-20,-1.7568,-14.0
2365,PV91,low_horizontal,2023-06-20 18:31:13.809,6.038385330337559,cockroach,100,4725,right,707.0,753.0,reptilearn4,15508,"[-69.0, -2.0]",False,1.8948454851253704,-126.0,2023-06-20,-1.89405,-2.0
2369,PV80,low_horizontal,2023-06-21 12:00:42.678,6.303385709431654,cockroach,140,4731,right,1573.0,854.0,msi-regev,15532,"[-79.0, -26.0]",True,1.4857706642306436,-120.0,2023-06-21,-1.4113020833333334,-26.0
2370,PV80,low_horizontal,2023-06-21 13:00:40.104,5.8633496610491065,cockroach,156,4732,right,615.0,786.0,msi-regev,15565,"[-77.0, -11.0]",True,1.3895384819879395,-198.0,2023-06-21,-1.3755729166666666,-11.0
2380,PV91,low_horizontal,2023-06-21 13:32:39.362,6.252734599019689,cockroach,100,4754,right,1049.0,746.0,reptilearn4,15596,"[-87.0, -9.0]",False,2.4008944427025525,-228.0,2023-06-21,-2.38815,-9.0
2381,PV91,low_horizontal,2023-06-21 14:32:39.514,6.285269898463904,cockroach,100,4759,right,1084.0,752.0,reptilearn4,15601,"[-88.0, -3.0]",False,2.4170032855790655,-102.0,2023-06-21,-2.4156,-3.0
2399,PV91,low_horizontal,2023-06-21 14:32:40.379,6.301974124410345,cockroach,100,4760,right,1405.0,747.0,reptilearn4,15601,"[-73.0, -8.0]",False,2.1796406269153636,-252.0,2023-06-21,-2.00385,-8.0
2400,PV91,low_horizontal,2023-06-21 14:32:40.663,6.3172113836079475,cockroach,100,4761,right,1500.0,741.0,reptilearn4,15601,"[-86.0, -14.0]",False,2.3917756960049577,-120.0,2023-06-21,-2.3607,-14.0
2402,PV91,low_horizontal,2023-06-21 15:31:47.114,6.17123408516402,cockroach,100,4763,right,843.0,741.0,reptilearn4,15604,"[-95.0, -14.0]",False,2.6359147468194037,-210.0,2023-06-21,-2.60775,-14.0
2403,PV91,low_horizontal,2023-06-21 15:31:47.132,6.174992274228948,cockroach,100,4764,right,851.0,746.0,reptilearn4,15604,"[-93.0, -9.0]",False,2.564776174444858,-216.0,2023-06-21,-2.55285,-9.0
2423,PV91,low_horizontal,2023-06-21 15:31:48.615,6.319933466482281,cockroach,100,4797,right,1368.0,746.0,reptilearn4,15604,"[-116.0, -9.0]",False,3.0295897333632484,-234.0,2023-06-21,-3.1841999999999997,-9.0
2424,PV91,low_horizontal,2023-06-21 15:32:12.899,6.26925220635686,cockroach,100,4798,right,1061.0,742.0,reptilearn4,15605,"[-81.0, -13.0]",False,2.08944812929156,-96.0,2023-06-21,-2.2234499999999997,-13.0
2425,PV91,low_horizontal,2023-06-21 15:32:12.983,6.287650682516356,cockroach,100,4799,right,1068.0,729.0,reptilearn4,15605,"[-104.0, -26.0]",False,2.783164691497792,-126.0,2023-06-21,-2.8548,-26.0
2426,PV91,low_horizontal,2023-06-21 15:32:13.898,6.301051818683457,cockroach,100,4800,right,1451.0,716.0,reptilearn4,15605,"[-45.0, -39.0]",True,1.6346008274193427,-108.0,2023-06-21,-1.23525,-39.0
2428,PV91,low_horizontal,2023-06-21 16:31:21.602,6.1366539969640135,cockroach,100,4802,right,798.0,746.0,reptilearn4,15608,"[-68.0, -9.0]",False,1.8828779202327481,-90.0,2023-06-21,-1.8665999999999998,-9.0
2429,PV91,low_horizontal,2023-06-21 16:31:23.118,6.301628259762516,cockroach,100,4803,right,1299.0,741.0,reptilearn4,15608,"[-113.0, -14.0]",False,3.1255655348272575,-120.0,2023-06-21,-3.1018499999999998,-14.0
2430,PV91,low_horizontal,2023-06-21 16:31:23.668,6.317461174742407,cockroach,100,4804,right,1481.0,748.0,reptilearn4,15608,"[-129.0, -7.0]",False,3.5462595399942174,-126.0,2023-06-21,-3.54105,-7.0
2439,PV91,low_horizontal,2023-06-21 14:32:39.879,6.3174483649396445,cockroach,100,4792,right,1231.0,743.0,reptilearn4,15601,"[-73.0, -12.0]",False,2.0307435048523486,-78.0,2023-06-21,-2.00385,-12.0
2440,PV91,low_horizontal,2023-06-21 15:31:47.431,6.254130830899507,cockroach,100,4794,right,970.0,746.0,reptilearn4,15604,"[-88.0, -9.0]",False,2.2644170359057094,-132.0,2023-06-21,-2.4156,-9.0
2441,PV91,low_horizontal,2023-06-21 15:31:47.765,6.291023661537041,cockroach,100,4795,right,1087.0,748.0,reptilearn4,15604,"[-91.0, -7.0]",False,2.3411486892121993,-120.0,2023-06-21,-2.49795,-7.0
2442,PV91,low_horizontal,2023-06-21 16:32:14.218,6.3179223276058405,cockroach,100,4807,right,1492.0,751.0,reptilearn4,15610,"[-106.0, -4.0]",False,2.9117709611162756,-102.0,2023-06-21,-2.9097,-4.0
2451,PV91,low_horizontal,2023-06-22 09:32:22.271,6.15640770910729,cockroach,100,4820,right,800.0,750.0,reptilearn4,15636,"[-84.0, -5.0]",False,2.3098812096079744,-90.0,2023-06-22,-2.3058,-5.0
2452,PV91,low_horizontal,2023-06-22 09:32:22.571,6.208021724582764,cockroach,100,4821,right,917.0,744.0,reptilearn4,15636,"[-75.0, -11.0]",False,2.080775183675545,-198.0,2023-06-22,-2.05875,-11.0
2458,PV91,low_horizontal_noise,2023-06-22 13:31:25.304,6.317320694746093,cockroach,100,4839,left,631.0,760.0,reptilearn4,15656,"[-87.99040855575706, 7.77266226975587]",False,2.4247419978649756,-62.44420797450246,2023-06-22,-2.415336714855531,7.77266226975587
2461,PV91,low_horizontal_noise,2023-06-22 15:32:41.586,6.449684542508854,cockroach,100,4850,left,485.0,741.0,reptilearn4,15669,"[-82.9829450115617, 18.056571741006564]",False,2.331183706018311,-102.28737614265413,2023-06-22,-2.2778818405673684,18.056571741006564
2463,PV91,low_horizontal_noise,2023-06-22 10:31:24.319,6.435469963021238,cockroach,100,4859,left,453.0,765.0,reptilearn4,15641,"[-68.64686048702896, 34.50435314206129]",False,2.27496978550359,-203.49197834133213,2023-06-22,-1.8843563203689448,34.50435314206129
2469,PV91,low_horizontal,2023-06-22 09:32:23.188,6.291873043572734,cockroach,100,4857,right,1110.0,744.0,reptilearn4,15636,"[-98.0, -11.0]",False,2.870724097244456,-84.0,2023-06-22,-2.6900999999999997,-11.0
2470,PV91,low_horizontal_noise,2023-06-22 10:31:22.936,6.191449072464474,cockroach,100,4858,left,947.0,742.0,reptilearn4,15641,"[-74.48375739309614, 10.218270754420018]",False,2.231791149278866,-65.50673434592937,2023-06-22,-2.044579140440489,10.218270754420018
2471,PV91,low_horizontal_noise,2023-06-22 10:31:23.302,6.2484586895659255,cockroach,100,4824,left,848.0,787.0,reptilearn4,15641,"[-97.49877378558358, 5.346511557990652]",False,2.832724464816594,-197.6007958139137,2023-06-22,-2.676341340414269,5.346511557990652
2478,PV91,low_horizontal_noise,2023-06-22 13:30:58.006,6.127193727037906,cockroach,100,4835,left,1100.0,747.0,reptilearn4,15655,"[-78.99999999999989, 8.0]",False,2.1796406269153636,-107.99999999999989,2023-06-22,-2.1685499999999966,8.0
2479,PV91,low_horizontal_noise,2023-06-22 13:30:58.354,6.202068058814324,cockroach,100,4836,left,992.0,740.0,reptilearn4,15655,"[-98.23796976930532, 13.673320116509558]",False,2.7226274422062384,-235.37673276865382,2023-06-22,-2.696632270167431,13.673320116509558
2480,PV91,low_horizontal_noise,2023-06-22 13:31:00.737,6.357473777258164,cockroach,100,4837,left,105.0,568.0,reptilearn4,15655,"[-93.4694175690314, 7.061096247122919]",False,2.57304637745023,-59.99999999999977,2023-06-22,-2.565735512269912,7.061096247122919
2481,PV91,low_horizontal_noise,2023-06-22 13:31:24.837,6.290399101578212,cockroach,100,4838,left,794.0,735.0,reptilearn4,15656,"[-80.49299531193685, 10.908525183737993]",False,2.22973060503511,-71.1224556988376,2023-06-22,-2.2095327213126663,10.908525183737993
2487,PV91,low_horizontal_noise,2023-06-22 11:30:59.240,6.561787246829319,cockroach,100,4829,left,483.0,800.0,reptilearn4,15645,"[-67.75573655317243, -39.04059668857087]",False,2.146549285447878,-516.345215996402,2023-06-22,-1.859894968384583,-39.04059668857087
2497,PV91,low_horizontal_noise,2023-06-23 10:31:26.324,,cockroach,100,4885,left,455.0,714.0,reptilearn4,15697,,True,1.767067043161029,,2023-06-23,,
2498,PV91,low_horizontal_noise,2023-06-23 12:31:27.370,,cockroach,100,4886,left,196.0,943.0,reptilearn4,15707,,False,2.326313763210197,,2023-06-23,,
2499,PV91,low_horizontal_noise,2023-06-23 12:31:28.070,,cockroach,100,4887,left,215.0,933.0,reptilearn4,15707,,False,2.056632360336838,,2023-06-23,,
2500,PV91,low_horizontal_noise,2023-06-23 10:31:25.640,6.273083721772272,cockroach,100,4892,left,721.0,773.0,reptilearn4,15697,"[-80.9213627508542, 4.673041301878698]",False,2.0485790653367144,-122.03051659162088,2023-06-23,-2.2212914075109476,4.673041301878698
2503,PV91,low_horizontal_noise,2023-06-23 10:32:16.958,6.555971900491547,cockroach,100,4895,left,694.0,650.0,reptilearn4,15699,"[-90.84364034602356, 4.491190819936833]",False,2.496703547444227,-80.32174857987275,2023-06-23,-2.493657927498347,4.491190819936833
2509,PV91,low_horizontal_noise,2023-06-22 13:30:59.986,6.61207240174044,cockroach,100,4866,left,366.0,635.0,reptilearn4,15655,"[-88.83083577544909, 8.82370550164461]",False,2.45040649842389,-74.31507891741597,2023-06-22,-2.438406442036077,8.82370550164461
2510,PV91,low_horizontal_noise,2023-06-22 13:31:24.371,6.2000996208932,cockroach,100,4867,left,950.0,742.0,reptilearn4,15656,"[-67.31756960659663, 13.731347959949062]",False,1.8859179036336002,-77.38981281269537,2023-06-22,-1.8478672857010776,13.731347959949062
2515,PV91,low_horizontal_noise,2023-06-22 15:32:40.636,6.227438839309143,cockroach,100,4873,left,817.0,771.0,reptilearn4,15669,"[-64.12714280813742, 13.793995988232837]",False,1.9597717417984801,-89.59399633015101,2023-06-22,-1.7602900700833721,13.793995988232837
2520,PV91,low_horizontal_noise,2023-06-23 10:31:23.859,5.7368031778682065,cockroach,100,4889,left,1369.0,753.0,reptilearn4,15697,"[-84.0, 2.0]",False,2.3064534788284803,-132.0,2023-06-23,-2.3058,2.0
2521,PV91,low_horizontal_noise,2023-06-23 10:31:24.190,5.9499768586791495,cockroach,100,4890,left,1246.0,743.0,reptilearn4,15697,"[-81.0, 12.0]",False,2.247717567333583,-252.0,2023-06-23,-2.2234499999999997,12.0
2522,PV91,low_horizontal_noise,2023-06-23 10:31:24.957,6.177790450170356,cockroach,100,4891,left,956.0,744.0,reptilearn4,15697,"[-66.26837291675429, 12.898193853785187]",False,1.8532024706525034,-203.10271288779438,2023-06-23,-1.8190668365649052,12.898193853785187
2525,PV91,low_horizontal_noise,2023-06-22 11:30:58.792,6.354675772578836,cockroach,100,4861,left,674.0,851.0,reptilearn4,15645,"[-81.262463069756, -15.359249552054393]",False,2.2701489306956946,-355.18845815933855,2023-06-22,-2.230654611264802,-15.359249552054393
2528,PV91,low_horizontal_noise,2023-06-23 12:31:24.816,5.980285351427567,cockroach,100,4903,left,1121.0,742.0,reptilearn4,15707,"[-123.99999999999989, 13.0]",False,3.0950407561936886,-107.99999999999989,2023-06-23,-3.403799999999997,13.0
2529,PV91,low_horizontal_noise,2023-06-23 12:31:25.587,6.1736878458750795,cockroach,100,4904,left,816.0,763.0,reptilearn4,15707,"[-91.50014689063198, 7.260221397200894]",False,2.5195732359294576,-182.64539551154314,2023-06-23,-2.511679032147848,7.260221397200894
2530,PV91,low_horizontal_noise,2023-06-23 12:31:26.820,6.207853046849871,cockroach,100,4905,left,353.0,835.0,reptilearn4,15707,"[-58.4875576510579, 32.029924089055044]",False,1.8304664517981215,-329.36052929871215,2023-06-23,-1.6054834575215393,32.029924089055044
2539,PV91,low_horizontal_noise,2023-06-23 10:31:24.543,6.109930830733827,cockroach,100,4926,left,1122.0,741.0,reptilearn4,15697,"[-89.0, 14.0]",False,2.310533534164782,-144.0,2023-06-23,-2.44305,14.0
2540,PV91,low_horizontal_noise,2023-06-23 10:31:25.324,6.240829766344577,cockroach,100,4927,left,826.0,757.0,reptilearn4,15697,"[-72.52121464663833, 13.018388840160469]",False,1.8653441842184175,-182.77329649549233,2023-06-23,-1.990707342050222,13.018388840160469
2542,PV91,low_horizontal_noise,2023-06-23 10:32:16.375,6.349952176859543,cockroach,100,4929,left,907.0,752.0,reptilearn4,15699,"[-99.12335481438822, -10.407146891555385]",False,2.735891826269427,-127.419843882426,2023-06-23,-2.7209360896549564,-10.407146891555385
2544,PV91,low_horizontal_noise,2023-06-23 11:31:49.931,6.136243654148857,cockroach,100,4899,left,1039.0,742.0,reptilearn4,15703,"[-59.999999999999886, 13.0]",True,1.6852153935031569,-65.99999999999989,2023-06-23,-1.646999999999997,13.0
2545,PV91,low_horizontal_noise,2023-06-23 12:31:24.173,5.884302194688984,cockroach,100,4902,left,1309.0,740.0,reptilearn4,15707,"[-96.0, 15.0]",False,2.504577471850292,-234.0,2023-06-23,-2.6351999999999998,15.0
2547,PV91,low_horizontal_noise,2023-06-23 12:31:51.186,6.053549368876113,cockroach,100,4906,left,1165.0,742.0,reptilearn4,15708,"[-66.0, 13.0]",False,1.8465099004608667,-78.0,2023-06-23,-1.8116999999999999,13.0
2548,PV91,low_horizontal_noise,2023-06-23 12:31:52.286,6.249521081591999,cockroach,100,4907,left,784.0,771.0,reptilearn4,15708,"[-84.44510328079832, 9.0887047015799]",False,2.331405280076237,-100.08728750110379,2023-06-23,-2.318018085057914,9.0887047015799
2549,PV91,low_horizontal_noise,2023-06-23 12:31:52.354,6.2783348587934285,cockroach,100,4908,left,772.0,748.0,reptilearn4,15708,"[-120.51188356788002, 35.19838200687923]",False,3.269656874814389,-132.98946937587704,2023-06-23,-3.3080512039383065,35.19838200687923
2553,PV91,low_horizontal_noise,2023-06-23 14:32:25.083,6.419906725555421,cockroach,100,4915,left,736.0,662.0,reptilearn4,15719,"[-97.18811426295105, 33.49924164334857]",False,2.65084497431372,-118.39620227916879,2023-06-23,-2.667813736518006,33.49924164334857
2554,PV91,low_horizontal_noise,2023-06-23 14:32:25.465,6.595972439681615,cockroach,100,4916,left,633.0,770.0,reptilearn4,15719,"[-125.03749463262415, 9.64010366394973]",False,3.266812513283214,-91.15679980572318,2023-06-23,-3.4322792276655325,9.64010366394973
2555,PV91,low_horizontal_noise,2023-06-23 14:33:18.815,6.530314419410436,cockroach,100,4918,left,572.0,649.0,reptilearn4,15721,"[-83.55469761961285, 20.87088812477907]",False,2.3640461240528117,-167.32273793208617,2023-06-23,-2.2935764496583726,20.87088812477907
2557,PV91,low_horizontal_noise,2023-06-23 10:32:17.642,6.678239990375497,cockroach,100,4930,left,404.0,571.0,reptilearn4,15699,"[-56.709168517746434, 20.63786264707801]",True,1.6565457917541657,-57.061896385635805,2023-06-23,-1.5566666758121395,20.63786264707801
2559,PV91,low_horizontal_noise,2023-06-23 15:31:24.981,6.159179648479357,cockroach,100,4919,left,1037.0,744.0,reptilearn4,15722,"[-87.99999999999989, 11.0]",False,2.597907213989753,-221.9999999999999,2023-06-23,-2.415599999999997,11.0
2560,PV91,low_horizontal_noise,2023-06-23 12:31:25.253,6.109468312740718,cockroach,100,4934,left,918.0,739.0,reptilearn4,15707,"[-78.60929685993369, 11.98042667228242]",False,2.1827414579019666,-64.49682175509304,2023-06-23,-2.1578251988051798,11.98042667228242
2561,PV91,low_horizontal_noise,2023-06-23 12:31:26.354,6.212508196046404,cockroach,100,4935,left,542.0,827.0,reptilearn4,15707,"[-90.35841436811586, -12.937732470867331]",False,2.328497006306281,-173.79751538057212,2023-06-23,-2.48033847440478,-12.937732470867331
2565,PV91,low_horizontal_noise,2023-06-23 15:31:25.414,6.227575107905199,cockroach,100,4944,left,865.0,741.0,reptilearn4,15722,"[-72.16334604930535, 15.309676581377062]",False,2.1842171882824957,-70.85694965732432,2023-06-23,-1.9808838490534317,15.309676581377062
2566,PV91,low_horizontal_noise,2023-06-23 15:31:26.262,6.278710471906901,cockroach,100,4945,left,576.0,793.0,reptilearn4,15722,"[-85.77719327615756, 9.2758833519664]",False,2.3683113127896034,-88.6663699832385,2023-06-23,-2.354583955430525,9.2758833519664
2567,PV91,low_horizontal_noise,2023-06-23 15:31:26.697,6.262711306404494,cockroach,100,4946,left,412.0,826.0,reptilearn4,15722,"[-76.08470420150378, 7.271917792194927]",False,2.098042665502517,-73.63376645021827,2023-06-23,-2.088525130331279,7.271917792194927
2568,PV91,low_horizontal_noise,2023-06-23 15:31:27.280,6.246363230600702,cockroach,100,4947,left,214.0,879.0,reptilearn4,15722,"[-72.10196376520864, 21.785047698402195]",False,2.0675666325191595,-105.17000618942052,2023-06-23,-1.979198905354977,21.785047698402195
2569,PV91,low_horizontal_noise,2023-06-23 15:31:27.580,5.8769424550288685,cockroach,100,4948,left,120.0,910.0,reptilearn4,15722,"[11.30077408138311, -40.66718413225533]",True,1.1586135333417307,-113.67457656976427,2023-06-23,0.3102062485339664,-40.66718413225533
2576,PV91,low_horizontal_noise,2023-06-24 09:31:28.188,6.313754904824645,cockroach,100,4957,right,1039.0,765.0,reptilearn4,15749,"[-87.22360003459107, -14.043904320352226]",False,2.4251244109147696,-350.03868474519277,2023-06-24,-2.3942878209495246,-14.043904320352226
2577,PV91,low_horizontal_noise,2023-06-23 17:33:08.588,6.319479602662417,cockroach,100,4953,left,720.0,716.0,reptilearn4,15736,"[-86.36177324784032, 28.54758699600268]",False,2.496791492448283,-138.71471574110896,2023-06-23,-2.3706306756532167,28.54758699600268
2579,PV91,low_horizontal_noise,2023-06-23 11:33:07.332,6.2852878412804,cockroach,100,4933,left,705.0,815.0,reptilearn4,15706,"[-65.70439366024175, 16.471382806206293]",False,1.8593953661293439,-86.26164350921124,2023-06-23,-1.803585605973636,16.471382806206293
2580,PV91,low_horizontal_noise,2023-06-23 12:31:51.587,6.166833615900408,cockroach,100,4936,left,1038.0,749.0,reptilearn4,15708,"[-88.99999999999989, 6.0]",False,2.2842952551060467,-227.9999999999999,2023-06-23,-2.443049999999997,6.0
2581,PV91,low_horizontal_noise,2023-06-23 12:31:52.737,6.315048159806454,cockroach,100,4937,left,623.0,830.0,reptilearn4,15708,"[-71.76917206337532, 16.242998497757185]",False,1.8402805556122943,-63.84046289290234,2023-06-23,-1.9700637731396524,16.242998497757185
2583,PV91,low_horizontal_noise,2023-06-23 14:32:26.148,6.554116965334802,cockroach,100,4942,left,415.0,836.0,reptilearn4,15719,"[-102.99471998276381, 15.012559048756998]",False,2.8570807742905626,-88.39016768803931,2023-06-23,-2.8272050635268666,15.012559048756998
2584,PV91,low_horizontal_noise,2023-06-23 17:33:09.021,6.483409041624431,cockroach,100,4955,left,637.0,799.0,reptilearn4,15736,"[-152.77438497659017, 11.71761451324187]",False,4.205973810262282,-119.7444629653377,2023-06-23,-4.1936568676074,11.71761451324187
2585,PV91,low_horizontal_noise,2023-06-24 09:31:28.820,6.374595036844621,cockroach,100,4958,right,1263.0,777.0,reptilearn4,15749,"[-90.74399866428394, -24.121151396861364]",False,2.577422458739063,-113.37247568495013,2023-06-24,-2.490922763334594,-24.121151396861364
2592,PV91,low_horizontal_noise,2023-06-23 17:31:51.987,6.250123471821387,cockroach,100,4952,left,931.0,746.0,reptilearn4,15733,"[-64.66047528580714, -1.190701239151963]",True,1.7752309605021328,-149.13285083284063,2023-06-23,-1.7749300465954059,-1.190701239151963
2604,PV91,low_horizontal_noise,2023-06-24 12:33:08.822,6.308269607246181,cockroach,100,4973,right,1261.0,674.0,reptilearn4,15768,"[-94.67339572515698, -15.416188706914]",False,2.8678977876535,-103.82183045333682,2023-06-24,-2.5987847126555588,-15.416188706914
2607,PV91,low_horizontal_noise,2023-06-24 09:31:29.153,6.37476930615778,cockroach,100,4989,right,1402.0,789.0,reptilearn4,15749,"[-66.66608962961209, -9.287543043885876]",False,2.0115687479896334,-84.11374879029586,2023-06-24,-1.8299841603328517,-9.287543043885876
2608,PV91,low_horizontal_noise,2023-06-24 09:32:45.019,6.529193201088875,cockroach,100,4991,right,1539.0,807.0,reptilearn4,15752,"[-70.96293302610388, 16.66513821459114]",False,2.0009270180667795,-187.48596068002962,2023-06-24,-1.9479325115665516,16.66513821459114
2612,PV91,low_horizontal_noise,2023-06-24 12:33:09.520,6.510860240497501,cockroach,100,4997,right,1558.0,764.0,reptilearn4,15768,"[-57.28912843177932, -9.279775177571992]",True,1.5930837463497987,-77.16876569466899,2023-06-24,-1.5725865754523423,-9.279775177571992
2619,PV91,low_horizontal_noise,2023-06-24 15:32:18.199,6.090049247428183,cockroach,100,5001,right,743.0,747.0,reptilearn4,15781,"[-75.0, -8.0]",False,2.0704288740500116,-108.0,2023-06-24,-2.05875,-8.0
2620,PV91,low_horizontal_noise,2023-06-24 15:32:18.567,6.172897278152718,cockroach,100,4980,right,863.0,744.0,reptilearn4,15781,"[-86.16779805718909, -9.840375840200522]",False,2.5305557102226244,-239.24675481912823,2023-06-24,-2.3653060566698403,-9.840375840200522
2621,PV91,low_horizontal_noise,2023-06-24 15:32:19.000,6.2884217245788365,cockroach,100,5002,right,1006.0,745.0,reptilearn4,15781,"[-107.46032018539336, -14.107496082033322]",False,2.97509652925812,-93.2952649269896,2023-06-24,-2.9497857890890473,-14.107496082033322
2622,PV91,low_horizontal_noise,2023-06-24 15:32:19.582,6.3030284004847585,cockroach,100,4981,right,1227.0,740.0,reptilearn4,15781,"[-85.70421568884785, -13.10405604176151]",False,2.3799211535389917,-118.49866335665479,2023-06-24,-2.3525807206588736,-13.10405604176151
2623,PV91,low_horizontal_noise,2023-06-24 15:32:20.232,6.308010893420945,cockroach,100,5003,right,1444.0,749.0,reptilearn4,15781,"[-108.18115516349985, 3.9229883746218093]",False,2.807525383476573,-128.571099031843,2023-06-24,-2.969572709238071,3.9229883746218093
2626,PV91,low_horizontal_noise,2023-06-24 15:32:20.148,6.317113178033518,cockroach,100,4982,right,1432.0,747.0,reptilearn4,15781,"[-84.06820830150104, -1.47511733258807]",False,2.3080275402147485,-93.17185541397089,2023-06-24,-2.3076723178762037,-1.47511733258807
2632,PV91,low_horizontal_noise,2023-06-25 08:31:37.682,6.123015672311583,cockroach,100,5014,right,787.0,746.0,reptilearn4,15837,"[-91.0, -9.0]",False,2.510137029128091,-90.0,2023-06-25,-2.49795,-9.0
2634,PV91,low_horizontal_noise,2023-06-25 13:31:44.029,6.157895000986867,cockroach,100,5038,right,847.0,746.0,reptilearn4,15808,"[-79.0, -9.0]",False,2.1825771017308875,-84.0,2023-06-25,-2.1685499999999998,-9.0
2638,PV91,low_horizontal_noise,2023-06-25 08:31:38.899,6.60772813113936,cockroach,100,5016,right,1196.0,598.0,reptilearn4,15837,"[-168.35717069999214, -17.0267762579864]",False,4.64497866304356,-144.9244078153033,2023-06-25,-4.621404335714784,-17.0267762579864
2639,PV91,low_horizontal_noise,2023-06-25 08:32:02.348,5.878581522632681,cockroach,100,5017,right,584.0,752.0,reptilearn4,15838,"[-66.0, -3.0]",True,1.8135706251756503,-78.0,2023-06-25,-1.8116999999999999,-3.0
2645,PV91,low_horizontal_noise,2023-06-25 10:32:36.460,6.284054856550251,cockroach,100,5025,right,1125.0,730.0,reptilearn4,15846,"[-80.37697252681005, -9.31608032822453]",False,2.221118419127896,-63.411497912466984,2023-06-25,-2.2063478958609357,-9.31608032822453
2646,PV91,low_horizontal_noise,2023-06-25 10:32:37.010,6.300791173078368,cockroach,100,5026,right,1303.0,708.0,reptilearn4,15846,"[-99.01818546469076, -6.096134097077879]",False,2.539048804791045,-94.1989817337992,2023-06-25,-2.718049191005761,-6.096134097077879
2648,PV91,low_horizontal_noise,2023-06-25 11:31:43.859,6.1031305961761575,cockroach,100,5028,right,767.0,744.0,reptilearn4,15793,"[-69.0, -11.0]",False,1.9179674671380635,-96.0,2023-06-25,-1.89405,-11.0
2649,PV91,low_horizontal_noise,2023-06-25 11:31:44.124,6.161484673140095,cockroach,100,5029,right,890.0,732.0,reptilearn4,15793,"[-36.0, -23.0]",True,1.3144509243406541,-186.0,2023-06-25,-0.9882,-23.0
