,frame_id,left_ear_cam_x,left_ear_cam_y,left_ear_prob,mid_ears_cam_x,mid_ears_cam_y,mid_ears_prob,nose_cam_x,nose_cam_y,nose_prob,right_ear_cam_x,right_ear_cam_y,right_ear_prob,time,x,y,vx,vy,ax,ay,nose_x,nose_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,angle,bug_x,bug_y,dev_angle,bug_x_cm,block_id,animal_id,datetime,x_obs,strike_id,total_sec
11,1770,687.5844116211,260.9353637695,0.9998946190000001,660.4091796875,233.1535644531,0.9990469217000001,602.893371582,242.9540405273,0.9998475313,633.2340087891,205.3717803955,0.9981992841,1684074667.805129,,,,,,,38.1032935985,35.1558598873,33.3804577419,33.9683790465,36.5072203634,37.8289349727,0.2309095317,,,,,1422,PV91,2023-05-14 14:31:07.805128960,,,-0.799986944
12,1771,687.6157836914,260.9821166992,0.9998967648,660.4114990234,233.1654052734,0.9990378022,602.7858276367,242.9561004639,0.9998428822000001,633.2071533203,205.3486938477,0.9981788397,1684074667.821796,,,,,,,38.1092989973,35.1557117503,33.3787131272,33.9652512226,36.5088137211,37.8306085504,0.2303081445,,,,,1422,PV91,2023-05-14 14:31:07.821795840,,,-0.7833200640000001
13,1772,687.5817871094,260.9841003418,0.9998944998,660.4473876953,233.1872253418,0.9990422726,602.7783203125,242.9425964355,0.9998415709,633.3129272461,205.3903503418,0.9981899858000001,1684074667.838462,,,,,,,38.1097637828,35.1566450909,33.3805763369,33.9650863053,36.5026719289,37.8276091249,0.2293726325,,,,,1422,PV91,2023-05-14 14:31:07.838462208,,,-0.7666536960000001
14,1773,687.5817260742,260.9702758789,0.9998941422000001,660.4356689453,233.1863708496,0.9990417957000001,602.8176269531,242.9532623291,0.9998447895,633.2896728516,205.4024658203,0.9981895089,1684074667.855128,,,,,,,38.1075290761,35.1559103314,33.3805876335,33.9660193768,36.5039625851,37.8267183001,0.2298009064,,,,,1422,PV91,2023-05-14 14:31:07.855128064,,,-0.7499878400000001
15,1774,687.5292358398,260.979675293,0.9998912811,660.4211425781,233.1617584229,0.9990390539,602.8089599609,242.9413452148,0.9998444319,633.3129882812,205.3438415527,0.9981868863000001,1684074667.871795,,,,,,,38.1080543933,35.1567333916,33.3834682809,33.9653389166,36.502796003,37.83099925,0.2301168643,,,,,1422,PV91,2023-05-14 14:31:07.871794944,,,-0.7333209600000001
16,1775,687.5713500977,261.0092773438,0.9998933077000001,660.4338989258,233.1907958984,0.9990341067,602.8000488281,242.9373474121,0.9998439550000001,633.2964477539,205.3723144531,0.9981749058,1684074667.888461,,,,,,,38.1085667424,35.157009237,33.3811372303,33.9633770917,36.5036577126,37.8289179373,0.22934139350000002,,,,,1422,PV91,2023-05-14 14:31:07.888461056,,,-0.7166548480000001
17,1776,687.5706787109,261.0358276367,0.9998940229000001,660.3935546875,233.2177734375,0.999027729,602.7631835938,242.9517211914,0.9998396635000001,633.2163696289,205.3997344971,0.9981614947,1684074667.905127,,,,,,,38.1105770755,35.1560146596,33.3811592264,33.961584325,36.5081533689,37.8268921329,0.22908476330000002,,,,,1422,PV91,2023-05-14 14:31:07.905127168,,,-0.6999887360000001
18,1777,687.5746459961,260.979675293,0.9998943806,660.4221191406,233.1714782715,0.9990355968,602.7932128906,242.9298400879,0.9998459816,633.2696533203,205.3632659912,0.9981768131000001,1684074667.921794,,,,,,,38.1089735619,35.1575284105,33.3809722089,33.9653796899,36.5052136635,37.8295680193,0.2296033432,,,,,1422,PV91,2023-05-14 14:31:07.921794048,,,-0.6833218560000001
19,1778,687.5900878906,260.9737548828,0.9998955727000001,660.4447021484,233.1641235352,0.9990401268,602.8179931641,242.9399108887,0.9998483658,633.2992553711,205.3544769287,0.9981846213000001,1684074667.938461,,,,,,,38.1075543575,35.1568338489,33.3801276047,33.9657934773,36.5035499625,37.8302192526,0.22998239950000002,,,,,1422,PV91,2023-05-14 14:31:07.938461184,,,-0.6666547200000001
20,1779,687.5866088867,260.9964904785,0.9998955727000001,660.4483032227,233.1847381592,0.9990413189,602.8197631836,242.9361419678,0.999848485,633.3099975586,205.3729858398,0.9981870055000001,1684074667.955126,,,,,,,38.107469113,35.1570940089,33.3803081664,33.9642542776,36.5028858432,37.8288736559,0.229461523,,,,,1422,PV91,2023-05-14 14:31:07.955126016,,,-0.6499898880000001
21,1780,687.5894165039,260.9859619141,0.9998954535000001,660.4403686523,233.1707763672,0.9990389347,602.8167724609,242.9261779785,0.9998482466,633.2913208008,205.3555755615,0.998182416,1684074667.971794,,,,,,,38.1076692825,35.1577824737,33.3801560164,33.9649681908,36.5039966056,37.8301366445,0.2295709129,,,,,1422,PV91,2023-05-14 14:31:07.971793920,,,-0.6333219840000002
22,1781,687.5925292969,260.9883728027,0.9998960495,660.4443359375,233.1748199463,0.9990427494,602.8209838867,242.9312591553,0.9998472929000001,633.2962036133,205.3612670898,0.9981895089,1684074667.988459,,,,,,,38.1074160064,35.1574315246,33.3799877199,33.9648092907,36.503705454,37.8297232717,0.22959197550000002,,,,,1422,PV91,2023-05-14 14:31:07.988459008,,,-0.6166568960000001
23,1782,687.5948486328,260.998260498,0.9998964071,660.4522094727,233.1789703369,0.9990500808,602.8283081055,242.9230194092,0.9998482466,633.3095703125,205.3596801758,0.9982037544000001,1684074668.005126,,,,,,,38.1070349846,35.1580024589,33.3798532585,33.9641427724,36.5029472413,37.8298438403,0.22933461030000002,,,,,1422,PV91,2023-05-14 14:31:08.005125888,,,-0.599990016
24,1783,687.563659668,261.0151062012,0.9998946190000001,660.4594726562,233.1680297852,0.9990636110000001,602.7769775391,242.9044647217,0.9998494387,633.3552856445,205.3209533691,0.9982325435,1684074668.021793,,,,,,,38.1099734989,35.1592831437,33.3815567593,33.9629770256,36.5004442226,37.8326824347,0.22896842850000002,,,,,1422,PV91,2023-05-14 14:31:08.021792768,,,-0.5833231360000001
25,1784,687.6166992188,261.0513916016,0.9998965263,660.4974365234,233.1906585693,0.9990670681,602.7346191406,242.899307251,0.9998464584000001,633.378112793,205.3299255371,0.9982376099,1684074668.038459,,,,,,,38.1123586297,35.1596372041,33.3786270313,33.9605753245,36.4991201044,37.8320358377,0.2280926081,,,,,1422,PV91,2023-05-14 14:31:08.038459136,,,-0.5666567680000001
26,1785,687.5971679688,261.0354614258,0.9998959303,660.4655761719,233.1812896729,0.9990742207000001,602.7697753906,242.9033355713,0.9998511076000001,633.3340454102,205.3271179199,0.9982525706,1684074668.055126,,,,,,,38.1103757373,35.159360617,33.3797061358,33.9616328402,36.5016385595,37.8322256538,0.2286248276,,,,,1422,PV91,2023-05-14 14:31:08.055126016,,,-0.549989888
27,1786,687.5850830078,261.0672302246,0.9998943806,660.4582519531,233.1883392334,0.9990700483,602.8047485352,242.876663208,0.9998533726000001,633.3313598633,205.3094482422,0.9982457161,1684074668.071792,,,,,,,38.1085166065,35.1612073168,33.3803553217,33.9594777129,36.5018378552,37.8335132398,0.2281008988,,,,,1422,PV91,2023-05-14 14:31:08.071791872,,,-0.5333240320000001
28,1787,687.4848022461,260.9187927246,0.9998917580000001,660.3359375,233.1660461426,0.9990377426,602.7543945312,243.0170288086,0.9998505116,633.1870117188,205.4132843018,0.9981836677,1684074668.088458,,,,,,,38.110843696,35.1514981398,33.3859410465,33.9694101815,36.5097893044,37.8258947401,0.2316669905,,,,,1422,PV91,2023-05-14 14:31:08.088457984,,,-0.5166579200000001
29,1788,687.5288696289,260.9813232422,0.9998916388,660.4246826172,233.1666870117,0.9990717173,602.7579345703,242.961517334,0.9998533726000001,633.3204956055,205.3520507812,0.9982517362000001,1684074668.105124,,,,,,,38.1108361527,35.1553369535,33.3834878805,33.9652267577,36.5023446772,37.8304029126,0.23021858820000002,,,,,1422,PV91,2023-05-14 14:31:08.105124096,,,-0.4999918080000001
30,1789,687.5278930664,260.9560546875,0.9998922348,660.4031982422,233.1597595215,0.9990504384000001,602.7258300781,242.9319915771,0.9998489618,633.2784423828,205.3634796143,0.998208642,1684074668.12179,,,,,,,38.1127336606,35.1573773284,33.3835547486,33.9669314472,36.5047095455,37.8295562109,0.2296886626,,,,,1422,PV91,2023-05-14 14:31:08.121789952,,,-0.48332595200000006
31,1790,687.4965820312,260.9613647461,0.9998906851,660.3490600586,233.1783447266,0.9990264177,602.7414550781,242.9483642578,0.9998461008,633.2015380859,205.395324707,0.9981620908000001,1684074668.138457,,,,,,,38.1118034373,35.1562450919,33.385269331,33.966546994,36.5090067325,37.8272088774,0.2298943839,,,,,1422,PV91,2023-05-14 14:31:08.138457088,,,-0.46665881600000003
32,1791,687.5349121094,261.0127563477,0.9998923540000001,660.3803710938,233.2033233643,0.9990439415000001,602.7739868164,242.9498138428,0.9998471737000001,633.225769043,205.3938903809,0.9981954694,1684074668.155123,,,,,,,38.1099793914,35.1561467315,33.3831386479,33.9631113151,36.5076336621,37.8273209778,0.22943100970000002,,,,,1422,PV91,2023-05-14 14:31:08.155122944,,,-0.4499929600000001
33,1792,687.5291137695,260.9956665039,0.9998919964,660.3649291992,233.1953735352,0.9990510941,602.8052978516,242.9558868408,0.9998450279000001,633.2007446289,205.3950805664,0.9982101917,1684074668.17179,,,,,,,38.1082090138,35.1557282293,33.3834666281,33.9642595961,36.5090524415,37.8272255242,0.2298995113,,,,,1422,PV91,2023-05-14 14:31:08.171789824,,,-0.43332608000000006
34,1793,687.5314331055,260.9992980957,0.9998923540000001,660.3745117188,233.1949768066,0.9990451336,602.7495727539,242.9426574707,0.9998449087000001,633.217590332,205.3906555176,0.9981979728,1684074668.188456,,,,,,,38.1113722857,35.1566406438,33.3833377438,33.9640166654,36.5081073286,37.8275545502,0.2293797279,,,,,1422,PV91,2023-05-14 14:31:08.188455936,,,-0.41665996800000005
35,1794,687.5059814453,260.9698486328,0.9998917580000001,660.356262207,233.1810302734,0.9990279675,602.7333374023,242.936340332,0.9998451471,633.2065429688,205.3921966553,0.9981642365000001,1684074668.205123,,,,,,,38.1122994306,35.1570761896,33.3847494615,33.9659819143,36.5087346033,37.8274379435,0.2295326037,,,,,1422,PV91,2023-05-14 14:31:08.205123072,,,-0.399992832
36,1795,687.4838256836,260.9251403809,0.9998911619,660.3414306641,233.1653137207,0.999029994,602.7357177734,242.9432678223,0.9998465776000001,633.1989746094,205.4055023193,0.9981688261,1684074668.221789,,,,,,,38.1121456036,35.156597973,33.3859898135,33.9689823215,36.509126596,37.8264661124,0.2300476646,,,,,1422,PV91,2023-05-14 14:31:08.221788928,,,-0.3833269760000001
37,1796,687.5192260742,260.943572998,0.9998933077000001,660.3690185547,233.1913452148,0.9990350604,602.77734375,242.9509735107,0.9998487234000001,633.2188720703,205.4391021729,0.9981768131000001,1684074668.238456,,,,,,,38.1097892515,35.156066414,33.3840354896,33.9677666675,36.5079045101,37.8240242548,0.2297128507,,,,,1422,PV91,2023-05-14 14:31:08.238456064,,,-0.36665984000000007
38,1797,687.5053710938,260.9319152832,0.9998919964,660.3594970703,233.1835327148,0.9990359545,602.7407836914,242.9725646973,0.9998455048,633.2136230469,205.4351501465,0.9981799126,1684074668.255122,,,,,,,38.1117585106,35.1545717627,33.3848028344,33.9685430465,36.5082130545,37.8243108801,0.2302194672,,,,,1422,PV91,2023-05-14 14:31:08.255121920,,,-0.34999398400000004
39,1798,687.4747924805,260.9375,0.9998904467,660.3354492188,233.1585083008,0.9990305305,602.728515625,242.939163208,0.9998446703,633.1960449219,205.3795318604,0.9981706142000001,1684074668.271788,,,,,,,38.1125594953,35.156880829,33.3864827977,33.9681394243,36.5093642973,37.8283578802,0.2301166255,,,,,1422,PV91,2023-05-14 14:31:08.271787776,,,-0.3333281280000001
40,1799,687.5307617188,261.0291137695,0.9998928308,660.3930664062,233.2237548828,0.9990481138,602.7387695312,242.9579467773,0.9998466969,633.2553710938,205.4183959961,0.9982033968,1684074668.288455,,,,,,,38.1119199155,35.1555828344,33.3833593762,33.9620034506,36.5058769033,37.8255457396,0.228978809,,,,,1422,PV91,2023-05-14 14:31:08.288454912,,,-0.3166609920000001
41,1800,687.5720214844,261.0042419434,0.9998947382000001,660.4039306641,233.2249908447,0.9990471601,602.7537841797,242.9699554443,0.9998486042,633.2358398438,205.4457397461,0.9981995821,1684074668.305121,,,,,,,38.111039052,35.154752034,33.3811031485,33.9637186568,36.5069166582,37.8235463353,0.22920408250000002,,,,,1422,PV91,2023-05-14 14:31:08.305121024,,,-0.2999948800000001
42,1801,687.5051879883,261.0263366699,0.9998903275000001,660.3604736328,233.2170257568,0.9990428686,602.7481079102,242.9597930908,0.9998452663,633.2156982422,205.4077148438,0.9981953502,1684074668.321788,,,,,,,38.1113926821,35.1554551515,33.3847633595,33.9621680435,36.5081658951,37.8263103567,0.22932207640000002,,,,,1422,PV91,2023-05-14 14:31:08.321788160,,,-0.28332774400000005
43,1802,687.5629882812,261.0683288574,0.9998928308,660.3760986328,233.2291412354,0.9990253448,602.7390136719,242.9441986084,0.9998458624000001,633.1892089844,205.3899536133,0.9981579185,1684074668.338454,,,,,,,38.1119559843,35.1565335756,33.3815661306,33.95938385,36.5097255872,37.8275957901,0.22867791780000002,,,,,1422,PV91,2023-05-14 14:31:08.338454016,,,-0.266661888
44,1803,687.5316162109,260.9876708984,0.9998911619,660.3671875,233.2045288086,0.9990510345,602.8248901367,242.9604187012,0.9998495579000001,633.2028198242,205.4214019775,0.998210907,1684074668.355121,,,,,,,38.1070983717,35.1554149918,33.3833340017,33.9648012274,36.5088645737,37.8253082412,0.22985387370000002,,,,,1422,PV91,2023-05-14 14:31:08.355120896,,,-0.24999500800000007
45,1804,687.5172119141,261.0006713867,0.9998898506,660.3673095703,233.2008972168,0.9990413189,602.7648925781,242.9488067627,0.9998476505,633.2174682617,205.4011230469,0.9981927276,1684074668.371787,,,,,,,38.1104948247,35.1562153429,33.3841185406,33.9639108577,36.5080856889,37.82679202,0.2294650259,,,,,1422,PV91,2023-05-14 14:31:08.371787008,,,-0.23332889600000006
46,1805,687.5532226562,261.0176086426,0.9998928308,660.3922119141,233.2124023438,0.9990450144,602.8000488281,242.936340332,0.9998509884000001,633.2312011719,205.4072113037,0.9981971383,1684074668.388453,,,,,,,38.1085690158,35.1570787084,33.3821298494,33.9627992183,36.507285068,37.8263519952,0.2290108669,,,,,1422,PV91,2023-05-14 14:31:08.388453120,,,-0.21666278400000005
47,1806,687.6005859375,261.0135803223,0.9998954535000001,660.391784668,233.2207794189,0.9990474582000001,602.8526000977,242.9478302002,0.9998530149,633.1829833984,205.4279785156,0.9981994629000001,1684074668.405119,,,,,,,38.1055922682,35.1562872636,33.3795304273,33.9631146032,36.5099775599,37.8248224236,0.22927763410000002,,,,,1422,PV91,2023-05-14 14:31:08.405118976,,,-0.19999692800000002
48,1807,687.5698852539,261.0041809082,0.9998937845,660.3642578125,233.2130889893,0.9990409613000001,602.8096923828,242.9483795166,0.9998493195,633.1586914062,205.4219970703,0.9981881976,1684074668.421787,,,,,,,38.1079891321,35.1562469825,33.3812217797,33.9637213566,36.5113774833,37.8252503406,0.2293852999,,,,,1422,PV91,2023-05-14 14:31:08.421787136,,,-0.1833287680000001
49,1808,687.5947875977,260.9866333008,0.9998952150000001,660.380065918,233.2059631348,0.9990464449,602.7911376953,242.9485626221,0.9998519421000001,633.1653442383,205.42527771,0.9981976151,1684074668.438453,,,,,,,38.1090249357,35.1562334188,33.3798643261,33.9649269602,36.5109893858,37.8250126873,0.2294008556,,,,,1422,PV91,2023-05-14 14:31:08.438452992,,,-0.16666291200000005
50,1809,687.5643310547,260.9868164062,0.9998937845,660.36328125,233.2030334473,0.9990450144,602.8027954102,242.9493103027,0.9998512268,633.1622924805,205.4192352295,0.9981961846,1684074668.455119,,,,,,,38.1083719311,35.1561830186,33.381534946,33.9648872048,36.5111803654,37.8254530968,0.2295869553,,,,,1422,PV91,2023-05-14 14:31:08.455118848,,,-0.14999705600000002
51,1810,687.5596313477,260.9807128906,0.9998931885000001,660.3588867188,233.1992950439,0.9990437031,602.8187866211,242.9238586426,0.9998522997,633.1580810547,205.4178771973,0.9981942773,1684074668.471786,,,,,,,38.1075659797,35.1579431711,33.3817975369,33.9652956476,36.5114243075,37.8255493843,0.2292088806,,,,,1422,PV91,2023-05-14 14:31:08.471785984,,,-0.1333299200000001
52,1811,687.6285400391,260.9887695312,0.9998990297,660.4017333984,233.1982421875,0.9990496635,602.8063964844,242.9358673096,0.9998546839,633.1749267578,205.407699585,0.9982002974,1684074668.488452,,,,,,,38.1082197788,35.1571127924,33.3780056425,33.9648140457,36.5104933754,37.8262971165,0.2292868026,,,,,1422,PV91,2023-05-14 14:31:08.488451840,,,-0.11666406400000007
53,1812,687.6092529297,260.9813232422,0.9998978376000001,660.3961181641,233.1969299316,0.9990485907000001,602.8314208984,242.9336242676,0.9998559952,633.1830444336,205.4125213623,0.9981993437000001,1684074668.505118,,,,,,,38.1068283721,35.1572678106,33.3790690862,33.9652994029,36.510017226,37.8259494477,0.2293788981,,,,,1422,PV91,2023-05-14 14:31:08.505117952,,,-0.09999795200000006
54,1813,687.5764770508,260.9868774414,0.9998953342,660.3782958984,233.201461792,0.9990541339000001,602.8218383789,242.9174957275,0.9998531342,633.1801147461,205.4160461426,0.9982129335000001,1684074668.521784,,,,,,,38.1074175359,35.1583832281,33.3808676761,33.9648956381,36.5101728227,37.8256908572,0.22897216880000001,,,,,1422,PV91,2023-05-14 14:31:08.521784064,,,-0.08333184000000005
55,1814,687.5549316406,260.9854125977,0.9998934269,660.3597412109,233.2002563477,0.9990502596,602.8212280273,242.9318847656,0.9998545647,633.1646118164,205.4151153564,0.9982070923,1684074668.538451,,,,,,,38.1074047255,35.1573883717,33.3820540754,33.9649741679,36.5110609326,37.825752658,0.2293651518,,,,,1422,PV91,2023-05-14 14:31:08.538450944,,,-0.0666649600000001
56,1815,687.565612793,260.9774475098,0.9998943806,660.369934082,233.1916503906,0.9990577698,602.8109130859,242.9360198975,0.9998552799,633.1742553711,205.4058532715,0.9982212186,1684074668.555117,,,,,,,38.1079628413,35.1571023673,33.3814716522,33.9655215538,36.5105366003,37.8264310185,0.2295568985,,,,,1422,PV91,2023-05-14 14:31:08.555116800,,,-0.04999910400000007
57,1816,687.5706176758,260.9676513672,0.9998947382000001,660.3609619141,233.1884918213,0.9990469217000001,602.80078125,242.9318084717,0.9998538494,633.1513671875,205.4093322754,0.9981990457000001,1684074668.571784,,,,,,,38.1085447351,35.1573922653,33.3812008041,33.9661869712,36.511830821,37.8261695698,0.2295256152,,,,,1422,PV91,2023-05-14 14:31:08.571783936,,,-0.033331968000000045
58,1817,687.5744018555,260.9467163086,0.9998962879000001,660.3645019531,233.1768035889,0.9990478158,602.7968139648,242.9258728027,0.9998555183000001,633.1546020508,205.4068908691,0.9981993437000001,1684074668.58845,,,,,,,38.1087900948,35.1578028217,33.3810052349,33.9676034772,36.5116533523,37.8263492001,0.22961154990000002,,,,,1422,PV91,2023-05-14 14:31:08.588450048,,,-0.016665856000000034
59,1818,687.5586547852,260.9796142578,0.9998942614,660.3602294922,233.1979370117,0.9990474582000001,602.8208618164,242.9298248291,0.9998540878000001,633.1618041992,205.4162597656,0.9982006550000001,1684074668.605116,,,,,,,38.1074291341,35.1575311235,33.3818520193,33.9653686971,36.5112203221,37.82566822,0.22936563610000002,206.0,755.0,111.10539260297344,11.2447,1422,PV91,2023-05-14 14:31:08.605115904,207.10901840985534,,0.0
60,1819,687.5584106445,260.9808654785,0.9998935461,660.36328125,233.1985321045,0.9990470409000001,602.8138427734,242.9251098633,0.9998522997,633.1681518555,205.4161987305,0.9982005358,1684074668.621783,,,,,,,38.1078394667,35.1578560903,33.381866721,33.9652852935,36.510857729,37.8256761715,0.2292159202,206.0,755.0,111.1141583117289,11.2447,1422,PV91,2023-05-14 14:31:08.621783040,207.2251749335917,,0.016667135999999916
61,1820,687.5747070312,260.9940795898,0.9998942614,660.3785400391,233.2055664062,0.9990487099,602.7901000977,242.9327545166,0.9998522997,633.1823120117,205.4170684814,0.9982031584000001,1684074668.63845,,,,,,,38.1091396759,35.1573269008,33.3809608492,33.9644065459,36.5100452442,37.8256165925,0.2290828784,208.0,755.0,111.06892314530197,11.2996,1422,PV91,2023-05-14 14:31:08.638449920,207.32594737485377,,0.033334015999999855
62,1821,687.5850830078,260.9707336426,0.9998962879000001,660.3820800781,233.1910858154,0.9990493059000001,602.7901611328,242.9312286377,0.9998524189,633.1790771484,205.4114379883,0.9982023239000001,1684074668.655116,,,,,,,38.1091431339,35.1574325557,33.3804047065,33.9659925497,36.5102456382,37.8260266751,0.22933770350000002,210.0,755.0,110.99967895044074,11.3545,1422,PV91,2023-05-14 14:31:08.655116032,207.1316340370623,,0.050000127999999866
63,1822,687.5800170898,260.9927062988,0.9998936653,660.3715820312,233.2062683105,0.9990460873,602.8133544922,242.928817749,0.999853611,633.1630859375,205.4198150635,0.9981984496,1684074668.671782,,,,,,,38.1078508527,35.1576008251,33.3806693725,33.9645055982,36.5111341007,37.8254109282,0.2291027524,212.0,755.0,110.95709358464705,11.4094,1422,PV91,2023-05-14 14:31:08.671782144,207.31062768444716,,0.06666623999999988
64,1823,687.5775146484,260.9889526367,0.9998937845,660.3636474609,233.2052307129,0.9990503788,602.7928466797,242.9328613281,0.9998533726000001,633.1497802734,205.4215240479,0.9982069731000001,1684074668.688449,,,,,,,38.1089864617,35.1573194611,33.380808152,33.9647568677,36.5118870414,37.8252815152,0.22915716400000002,214.0,755.0,110.90057939034172,11.4643,1422,PV91,2023-05-14 14:31:08.688449024,207.26893992212663,,0.08333311999999993
65,1824,687.5781860352,260.992980957,0.9998937845,660.391784668,233.2113342285,0.9990511537000001,602.8159790039,242.9434967041,0.9998528957,633.2053833008,205.4297027588,0.9982085228,1684074668.705115,,,,,,,38.107654771,35.1565848678,33.3807731376,33.96448291,36.508695245,37.8247049308,0.2292302094,216.0,755.0,110.84077063244771,11.5192,1422,PV91,2023-05-14 14:31:08.705115136,207.2086215481555,,0.09999923199999994
66,1825,687.58203125,260.9927978516,0.9998941422000001,660.3715820312,233.2087249756,0.9990454912000001,602.8157958984,242.936920166,0.9998534918,633.1611328125,205.4246520996,0.9981967807000001,1684074668.721782,,,,,,,38.1076894084,35.1570402391,33.3805606215,33.9644997834,36.5112322149,37.8250579302,0.22922801,218.0,755.0,110.78576422977277,11.5741,1422,PV91,2023-05-14 14:31:08.721782016,207.21228856622827,,0.11666611199999999
67,1826,687.5864868164,260.9936523438,0.9998940229000001,660.3782958984,233.2051086426,0.9990466833,602.8174438477,242.9332427979,0.9998528957,633.1700439453,205.4165496826,0.9981992841,1684074668.738448,,,,,,,38.1076089049,35.157294477,33.3803133988,33.9644459665,36.5107463351,37.8256509936,0.22921260670000002,218.0,755.0,110.78639532305971,11.5741,1422,PV91,2023-05-14 14:31:08.738447872,207.22506978775152,,0.1333319679999999
